,UR_PRCP,UR_TMAX,UR_TMIN,MJOPhase_OLR,MJOAmplitude_OLR,UR_ERA5_Soil_Moisture_Lev1,UR_ERA5_Soil_Moisture_Lev2,MJOPhase_OLR_lag5,MJOPhase_OLR_lag10,MJOPhase_OLR_lag15,MJOPhase_OLR_lag20,MJOPhase_OLR_lag25,MJOPhase_OLR_lag30,MJOAmplitude_OLR_lag5,MJOAmplitude_OLR_lag10,MJOAmplitude_OLR_lag15,MJOAmplitude_OLR_lag20,MJOAmplitude_OLR_lag25,MJOAmplitude_OLR_lag30,UR_ERA5_Soil_Moisture_Lev1_lag5,UR_ERA5_Soil_Moisture_Lev1_lag10,UR_ERA5_Soil_Moisture_Lev1_lag15,UR_ERA5_Soil_Moisture_Lev1_lag20,UR_ERA5_Soil_Moisture_Lev1_lag25,UR_ERA5_Soil_Moisture_Lev1_lag30,UR_ERA5_Soil_Moisture_Lev2_lag5,UR_ERA5_Soil_Moisture_Lev2_lag10,UR_ERA5_Soil_Moisture_Lev2_lag15,UR_ERA5_Soil_Moisture_Lev2_lag20,UR_ERA5_Soil_Moisture_Lev2_lag25,UR_ERA5_Soil_Moisture_Lev2_lag30
1980-04-07,,,,1,1.6315,0.3944668,0.40955555,8.0,7.0,6.0,7.0,5.0,4.0,2.2477,2.0411,1.6071,1.1585,0.5501,1.3538,0.4451954,0.49701118,0.26987448,0.34511068,0.4628637,0.4111964,0.42566094,0.49686646,0.32248607,0.37999701,0.46154356,0.36019176
1980-04-08,,,,1,1.5024,0.3946411,0.40326923,8.0,7.0,6.0,7.0,5.0,4.0,2.0332,2.226,1.5997,1.4103,0.5164,1.5145,0.46080816,0.46632278,0.2663754,0.32583743,0.43207455,0.38324785,0.43861896,0.4709127,0.31955814,0.36584032,0.43950427,0.35297626
1980-04-09,,,,2,1.3541,0.4282411,0.4073715,1.0,8.0,7.0,7.0,5.0,4.0,1.7324,2.5651,1.837,1.4962,0.7482,1.3194,0.43264014,0.4479017,0.26782537,0.3093273,0.40771544,0.37568033,0.431601,0.45649865,0.31650826,0.35305184,0.42246595,0.34412175
1980-04-10,,,,2,1.5282,0.44315922,0.41086036,1.0,8.0,7.0,7.0,5.0,4.0,1.6206,2.9645,2.0404,1.5599,0.665,0.9511,0.42027202,0.43048257,0.49374065,0.297446,0.3863221,0.4729826,0.42406833,0.44418213,0.43789703,0.34298885,0.40674832,0.358426
1980-04-11,,,,2,1.5498,0.49786207,0.49524704,1.0,8.0,7.0,7.0,6.0,5.0,1.6266,2.4393,2.1177,1.5586,0.7874,0.8779,0.40274832,0.4129989,0.4922326,0.28314376,0.36488098,0.48641583,0.41531748,0.4322607,0.45797664,0.33237344,0.39230993,0.49696034
1980-04-12,,,,3,1.7848,0.48298135,0.4873437,1.0,8.0,7.0,6.0,7.0,5.0,1.6315,2.2477,2.0411,1.6071,1.1585,0.5501,0.3944668,0.4451954,0.49701118,0.26987448,0.34511068,0.4628637,0.40955555,0.42566094,0.49686646,0.32248607,0.37999701,0.46154356
1980-04-13,,,,3,2.0046,0.46342018,0.47238213,1.0,8.0,7.0,6.0,7.0,5.0,1.5024,2.0332,2.226,1.5997,1.4103,0.5164,0.3946411,0.46080816,0.46632278,0.2663754,0.32583743,0.43207455,0.40326923,0.43861896,0.4709127,0.31955814,0.36584032,0.43950427
1980-04-14,,,,4,2.0315,0.45048273,0.46117896,2.0,1.0,8.0,7.0,7.0,5.0,1.3541,1.7324,2.5651,1.837,1.4962,0.7482,0.4282411,0.43264014,0.4479017,0.26782537,0.3093273,0.40771544,0.4073715,0.431601,0.45649865,0.31650826,0.35305184,0.42246595
1980-04-15,0.0,,5.0,4,2.217,0.4370133,0.45048064,2.0,1.0,8.0,7.0,7.0,5.0,1.5282,1.6206,2.9645,2.0404,1.5599,0.665,0.44315922,0.42027202,0.43048257,0.49374065,0.297446,0.3863221,0.41086036,0.42406833,0.44418213,0.43789703,0.34298885,0.40674832
1980-04-16,,,,4,2.2958,0.42591053,0.4411176,2.0,1.0,8.0,7.0,7.0,6.0,1.5498,1.6266,2.4393,2.1177,1.5586,0.7874,0.49786207,0.40274832,0.4129989,0.4922326,0.28314376,0.36488098,0.49524704,0.41531748,0.4322607,0.45797664,0.33237344,0.39230993
1980-04-17,0.0,20.0,11.0,4,2.2475,0.41451085,0.4326497,3.0,1.0,8.0,7.0,6.0,7.0,1.7848,1.6315,2.2477,2.0411,1.6071,1.1585,0.48298135,0.3944668,0.4451954,0.49701118,0.26987448,0.34511068,0.4873437,0.40955555,0.42566094,0.49686646,0.32248607,0.37999701
1980-04-18,10.9,20.0,,5,2.1661,0.47053713,0.4439248,3.0,1.0,8.0,7.0,6.0,7.0,2.0046,1.5024,2.0332,2.226,1.5997,1.4103,0.46342018,0.3946411,0.46080816,0.46632278,0.2663754,0.32583743,0.47238213,0.40326923,0.43861896,0.4709127,0.31955814,0.36584032
1980-04-19,,,,5,1.9352,0.475756,0.47628564,4.0,2.0,1.0,8.0,7.0,7.0,2.0315,1.3541,1.7324,2.5651,1.837,1.4962,0.45048273,0.4282411,0.43264014,0.4479017,0.26782537,0.3093273,0.46117896,0.4073715,0.431601,0.45649865,0.31650826,0.35305184
1980-04-20,160.0,,19.0,5,1.9462,0.48570317,0.49199352,4.0,2.0,1.0,8.0,7.0,7.0,2.217,1.5282,1.6206,2.9645,2.0404,1.5599,0.4370133,0.44315922,0.42027202,0.43048257,0.49374065,0.297446,0.45048064,0.41086036,0.42406833,0.44418213,0.43789703,0.34298885
1980-04-21,0.0,,20.0,5,1.7765,0.47439122,0.48023915,4.0,2.0,1.0,8.0,7.0,7.0,2.2958,1.5498,1.6266,2.4393,2.1177,1.5586,0.42591053,0.49786207,0.40274832,0.4129989,0.4922326,0.28314376,0.4411176,0.49524704,0.41531748,0.4322607,0.45797664,0.33237344
1980-04-22,0.0,29.0,20.0,6,1.5245,0.45677197,0.46488732,4.0,3.0,1.0,8.0,7.0,6.0,2.2475,1.7848,1.6315,2.2477,2.0411,1.6071,0.41451085,0.48298135,0.3944668,0.4451954,0.49701118,0.26987448,0.4326497,0.4873437,0.40955555,0.42566094,0.49686646,0.32248607
1980-04-23,,,,6,1.2528,0.43898618,0.45171964,5.0,3.0,1.0,8.0,7.0,6.0,2.1661,2.0046,1.5024,2.0332,2.226,1.5997,0.47053713,0.46342018,0.3946411,0.46080816,0.46632278,0.2663754,0.4439248,0.47238213,0.40326923,0.43861896,0.4709127,0.31955814
1980-04-24,0.0,30.0,20.0,6,0.9671,0.42152318,0.43951404,5.0,4.0,2.0,1.0,8.0,7.0,1.9352,2.0315,1.3541,1.7324,2.5651,1.837,0.475756,0.45048273,0.4282411,0.43264014,0.4479017,0.26782537,0.47628564,0.46117896,0.4073715,0.431601,0.45649865,0.31650826
1980-04-25,0.0,,22.0,7,0.7774,0.41462708,0.43106315,5.0,4.0,2.0,1.0,8.0,7.0,1.9462,2.217,1.5282,1.6206,2.9645,2.0404,0.48570317,0.4370133,0.44315922,0.42027202,0.43048257,0.49374065,0.49199352,0.45048064,0.41086036,0.42406833,0.44418213,0.43789703
1980-04-26,,32.0,,7,0.6855,0.40635455,0.42529875,5.0,4.0,2.0,1.0,8.0,7.0,1.7765,2.2958,1.5498,1.6266,2.4393,2.1177,0.47439122,0.42591053,0.49786207,0.40274832,0.4129989,0.4922326,0.48023915,0.4411176,0.49524704,0.41531748,0.4322607,0.45797664
1980-04-27,,,,8,0.6309,0.3951795,0.41777104,6.0,4.0,3.0,1.0,8.0,7.0,1.5245,2.2475,1.7848,1.6315,2.2477,2.0411,0.45677197,0.41451085,0.48298135,0.3944668,0.4451954,0.49701118,0.46488732,0.4326497,0.4873437,0.40955555,0.42566094,0.49686646
1980-04-28,,,,8,0.8613,0.3843363,0.41041893,6.0,5.0,3.0,1.0,8.0,7.0,1.2528,2.1661,2.0046,1.5024,2.0332,2.226,0.43898618,0.47053713,0.46342018,0.3946411,0.46080816,0.46632278,0.45171964,0.4439248,0.47238213,0.40326923,0.43861896,0.4709127
1980-04-29,0.0,29.0,17.0,1,0.8475,0.37359506,0.40304363,6.0,5.0,4.0,2.0,1.0,8.0,0.9671,1.9352,2.0315,1.3541,1.7324,2.5651,0.42152318,0.475756,0.45048273,0.4282411,0.43264014,0.4479017,0.43951404,0.47628564,0.46117896,0.4073715,0.431601,0.45649865
1980-04-30,5.1,29.0,,1,0.9853,0.45134005,0.4007108,7.0,5.0,4.0,2.0,1.0,8.0,0.7774,1.9462,2.217,1.5282,1.6206,2.9645,0.41462708,0.48570317,0.4370133,0.44315922,0.42027202,0.43048257,0.43106315,0.49199352,0.45048064,0.41086036,0.42406833,0.44418213
1980-05-01,,,,1,0.9723,0.46350154,0.4648776,7.0,5.0,4.0,2.0,1.0,8.0,0.6855,1.7765,2.2958,1.5498,1.6266,2.4393,0.40635455,0.47439122,0.42591053,0.49786207,0.40274832,0.4129989,0.42529875,0.48023915,0.4411176,0.49524704,0.41531748,0.4322607
1980-05-02,,,,1,0.7896,0.44660148,0.45698157,8.0,6.0,4.0,3.0,1.0,8.0,0.6309,1.5245,2.2475,1.7848,1.6315,2.2477,0.3951795,0.45677197,0.41451085,0.48298135,0.3944668,0.4451954,0.41777104,0.46488732,0.4326497,0.4873437,0.40955555,0.42566094
1980-05-03,,,,2,0.7233,0.43786672,0.44989043,8.0,6.0,5.0,3.0,1.0,8.0,0.8613,1.2528,2.1661,2.0046,1.5024,2.0332,0.3843363,0.43898618,0.47053713,0.46342018,0.3946411,0.46080816,0.41041893,0.45171964,0.4439248,0.47238213,0.40326923,0.43861896
1980-05-04,,,,3,0.6983,0.43210554,0.44388092,1.0,6.0,5.0,4.0,2.0,1.0,0.8475,0.9671,1.9352,2.0315,1.3541,1.7324,0.37359506,0.42152318,0.475756,0.45048273,0.4282411,0.43264014,0.40304363,0.43951404,0.47628564,0.46117896,0.4073715,0.431601
1980-05-05,,,,3,0.7541,0.42353612,0.4372324,1.0,7.0,5.0,4.0,2.0,1.0,0.9853,0.7774,1.9462,2.217,1.5282,1.6206,0.45134005,0.41462708,0.48570317,0.4370133,0.44315922,0.42027202,0.4007108,0.43106315,0.49199352,0.45048064,0.41086036,0.42406833
1980-05-06,,,,3,0.5665,0.4156109,0.43096805,1.0,7.0,5.0,4.0,2.0,1.0,0.9723,0.6855,1.7765,2.2958,1.5498,1.6266,0.46350154,0.40635455,0.47439122,0.42591053,0.49786207,0.40274832,0.4648776,0.42529875,0.48023915,0.4411176,0.49524704,0.41531748
1980-05-07,,,,3,0.4151,0.40878713,0.42534387,1.0,8.0,6.0,4.0,3.0,1.0,0.7896,0.6309,1.5245,2.2475,1.7848,1.6315,0.44660148,0.3951795,0.45677197,0.41451085,0.48298135,0.3944668,0.45698157,0.41777104,0.46488732,0.4326497,0.4873437,0.40955555
1980-05-08,,,,3,0.3539,0.41021773,0.4217794,2.0,8.0,6.0,5.0,3.0,1.0,0.7233,0.8613,1.2528,2.1661,2.0046,1.5024,0.43786672,0.3843363,0.43898618,0.47053713,0.46342018,0.3946411,0.44989043,0.41041893,0.45171964,0.4439248,0.47238213,0.40326923
1980-05-09,,,,5,0.3443,0.47520596,0.42197818,3.0,1.0,6.0,5.0,4.0,2.0,0.6983,0.8475,0.9671,1.9352,2.0315,1.3541,0.43210554,0.37359506,0.42152318,0.475756,0.45048273,0.4282411,0.44388092,0.40304363,0.43951404,0.47628564,0.46117896,0.4073715
1980-05-10,,,,5,0.473,0.4747334,0.46474832,3.0,1.0,7.0,5.0,4.0,2.0,0.7541,0.9853,0.7774,1.9462,2.217,1.5282,0.42353612,0.45134005,0.41462708,0.48570317,0.4370133,0.44315922,0.4372324,0.4007108,0.43106315,0.49199352,0.45048064,0.41086036
1980-05-11,,,,6,0.5262,0.45701215,0.4607875,3.0,1.0,7.0,5.0,4.0,2.0,0.5665,0.9723,0.6855,1.7765,2.2958,1.5498,0.4156109,0.46350154,0.40635455,0.47439122,0.42591053,0.49786207,0.43096805,0.4648776,0.42529875,0.48023915,0.4411176,0.49524704
1980-05-12,,,,6,0.1614,0.4483497,0.45520848,3.0,1.0,8.0,6.0,4.0,3.0,0.4151,0.7896,0.6309,1.5245,2.2475,1.7848,0.40878713,0.44660148,0.3951795,0.45677197,0.41451085,0.48298135,0.42534387,0.45698157,0.41777104,0.46488732,0.4326497,0.4873437
1980-05-13,0.0,30.0,19.0,2,0.262,0.4368493,0.4476149,3.0,2.0,8.0,6.0,5.0,3.0,0.3539,0.7233,0.8613,1.2528,2.1661,2.0046,0.41021773,0.43786672,0.3843363,0.43898618,0.47053713,0.46342018,0.4217794,0.44989043,0.41041893,0.45171964,0.4439248,0.47238213
1980-05-14,0.0,30.0,18.0,3,0.4209,0.4269835,0.44025424,5.0,3.0,1.0,6.0,5.0,4.0,0.3443,0.6983,0.8475,0.9671,1.9352,2.0315,0.47520596,0.43210554,0.37359506,0.42152318,0.475756,0.45048273,0.42197818,0.44388092,0.40304363,0.43951404,0.47628564,0.46117896
1980-05-15,,,,3,0.3261,0.41865936,0.43356186,5.0,3.0,1.0,7.0,5.0,4.0,0.473,0.7541,0.9853,0.7774,1.9462,2.217,0.4747334,0.42353612,0.45134005,0.41462708,0.48570317,0.4370133,0.46474832,0.4372324,0.4007108,0.43106315,0.49199352,0.45048064
1980-05-16,,,,4,0.2784,0.48012793,0.45217687,6.0,3.0,1.0,7.0,5.0,4.0,0.5262,0.5665,0.9723,0.6855,1.7765,2.2958,0.45701215,0.4156109,0.46350154,0.40635455,0.47439122,0.42591053,0.4607875,0.43096805,0.4648776,0.42529875,0.48023915,0.4411176
1980-05-17,,,,4,0.2927,0.46555448,0.46587998,6.0,3.0,1.0,8.0,6.0,4.0,0.1614,0.4151,0.7896,0.6309,1.5245,2.2475,0.4483497,0.40878713,0.44660148,0.3951795,0.45677197,0.41451085,0.45520848,0.42534387,0.45698157,0.41777104,0.46488732,0.4326497
1980-05-18,,,,4,0.1538,0.4622814,0.46218744,2.0,3.0,2.0,8.0,6.0,5.0,0.262,0.3539,0.7233,0.8613,1.2528,2.1661,0.4368493,0.41021773,0.43786672,0.3843363,0.43898618,0.47053713,0.4476149,0.4217794,0.44989043,0.41041893,0.45171964,0.4439248
1980-05-19,3.0,,18.0,2,0.266,0.46154153,0.46099606,3.0,5.0,3.0,1.0,6.0,5.0,0.4209,0.3443,0.6983,0.8475,0.9671,1.9352,0.4269835,0.47520596,0.43210554,0.37359506,0.42152318,0.475756,0.44025424,0.42197818,0.44388092,0.40304363,0.43951404,0.47628564
1980-05-20,0.0,24.0,15.0,2,0.4853,0.45303538,0.45779252,3.0,5.0,3.0,1.0,7.0,5.0,0.3261,0.473,0.7541,0.9853,0.7774,1.9462,0.41865936,0.4747334,0.42353612,0.45134005,0.41462708,0.48570317,0.43356186,0.46474832,0.4372324,0.4007108,0.43106315,0.49199352
1980-05-21,,,,2,0.7051,0.49577552,0.49846637,4.0,6.0,3.0,1.0,7.0,5.0,0.2784,0.5262,0.5665,0.9723,0.6855,1.7765,0.48012793,0.45701215,0.4156109,0.46350154,0.40635455,0.47439122,0.45217687,0.4607875,0.43096805,0.4648776,0.42529875,0.48023915
1980-05-22,1.0,20.0,15.0,2,0.9729,0.46839118,0.47658443,4.0,6.0,3.0,1.0,8.0,6.0,0.2927,0.1614,0.4151,0.7896,0.6309,1.5245,0.46555448,0.4483497,0.40878713,0.44660148,0.3951795,0.45677197,0.46587998,0.45520848,0.42534387,0.45698157,0.41777104,0.46488732
1980-05-23,0.0,,,2,0.9912,0.45591468,0.46365446,4.0,2.0,3.0,2.0,8.0,6.0,0.1538,0.262,0.3539,0.7233,0.8613,1.2528,0.4622814,0.4368493,0.41021773,0.43786672,0.3843363,0.43898618,0.46218744,0.4476149,0.4217794,0.44989043,0.41041893,0.45171964
1980-05-24,0.0,22.0,10.0,2,0.9081,0.44589907,0.4549268,2.0,3.0,5.0,3.0,1.0,6.0,0.266,0.4209,0.3443,0.6983,0.8475,0.9671,0.46154153,0.4269835,0.47520596,0.43210554,0.37359506,0.42152318,0.46099606,0.44025424,0.42197818,0.44388092,0.40304363,0.43951404
1980-05-25,0.0,23.0,12.0,2,0.9583,0.43948716,0.44795758,2.0,3.0,5.0,3.0,1.0,7.0,0.4853,0.3261,0.473,0.7541,0.9853,0.7774,0.45303538,0.41865936,0.4747334,0.42353612,0.45134005,0.41462708,0.45779252,0.43356186,0.46474832,0.4372324,0.4007108,0.43106315
1980-05-26,,,,2,0.9021,0.43597907,0.44244194,2.0,4.0,6.0,3.0,1.0,7.0,0.7051,0.2784,0.5262,0.5665,0.9723,0.6855,0.49577552,0.48012793,0.45701215,0.4156109,0.46350154,0.40635455,0.49846637,0.45217687,0.4607875,0.43096805,0.4648776,0.42529875
1980-05-27,0.0,,12.0,2,1.004,0.42734504,0.4371239,2.0,4.0,6.0,3.0,1.0,8.0,0.9729,0.2927,0.1614,0.4151,0.7896,0.6309,0.46839118,0.46555448,0.4483497,0.40878713,0.44660148,0.3951795,0.47658443,0.46587998,0.45520848,0.42534387,0.45698157,0.41777104
1980-05-28,1.0,26.0,17.0,2,1.2203,0.46961135,0.43513495,2.0,4.0,2.0,3.0,2.0,8.0,0.9912,0.1538,0.262,0.3539,0.7233,0.8613,0.45591468,0.4622814,0.4368493,0.41021773,0.43786672,0.3843363,0.46365446,0.46218744,0.4476149,0.4217794,0.44989043,0.41041893
1980-05-29,0.0,24.0,14.0,2,1.1978,0.45150146,0.4417371,2.0,2.0,3.0,5.0,3.0,1.0,0.9081,0.266,0.4209,0.3443,0.6983,0.8475,0.44589907,0.46154153,0.4269835,0.47520596,0.43210554,0.37359506,0.4549268,0.46099606,0.44025424,0.42197818,0.44388092,0.40304363
1980-05-30,2.0,,17.0,2,1.2104,0.45932072,0.4467235,2.0,2.0,3.0,5.0,3.0,1.0,0.9583,0.4853,0.3261,0.473,0.7541,0.9853,0.43948716,0.45303538,0.41865936,0.4747334,0.42353612,0.45134005,0.44795758,0.45779252,0.43356186,0.46474832,0.4372324,0.4007108
1980-05-31,5.1,25.0,17.0,2,1.1355,0.45646596,0.4487795,2.0,2.0,4.0,6.0,3.0,1.0,0.9021,0.7051,0.2784,0.5262,0.5665,0.9723,0.43597907,0.49577552,0.48012793,0.45701215,0.4156109,0.46350154,0.44244194,0.49846637,0.45217687,0.4607875,0.43096805,0.4648776
1980-06-01,,,,2,1.2696,0.47607234,0.48505354,2.0,2.0,4.0,6.0,3.0,1.0,1.004,0.9729,0.2927,0.1614,0.4151,0.7896,0.42734504,0.46839118,0.46555448,0.4483497,0.40878713,0.44660148,0.4371239,0.47658443,0.46587998,0.45520848,0.42534387,0.45698157
1980-06-02,,14.0,,2,1.2425,0.460599,0.47159314,2.0,2.0,4.0,2.0,3.0,2.0,1.2203,0.9912,0.1538,0.262,0.3539,0.7233,0.46961135,0.45591468,0.4622814,0.4368493,0.41021773,0.43786672,0.43513495,0.46365446,0.46218744,0.4476149,0.4217794,0.44989043
1980-06-03,,,,2,1.121,0.45136717,0.46283865,2.0,2.0,2.0,3.0,5.0,3.0,1.1978,0.9081,0.266,0.4209,0.3443,0.6983,0.45150146,0.44589907,0.46154153,0.4269835,0.47520596,0.43210554,0.4417371,0.4549268,0.46099606,0.44025424,0.42197818,0.44388092
1980-06-04,0.0,,0.0,2,0.903,0.4449346,0.45688036,2.0,2.0,2.0,3.0,5.0,3.0,1.2104,0.9583,0.4853,0.3261,0.473,0.7541,0.45932072,0.43948716,0.45303538,0.41865936,0.4747334,0.42353612,0.4467235,0.44795758,0.45779252,0.43356186,0.46474832,0.4372324
1980-06-05,0.0,,2.0,2,0.7833,0.43973118,0.45048672,2.0,2.0,2.0,4.0,6.0,3.0,1.1355,0.9021,0.7051,0.2784,0.5262,0.5665,0.45646596,0.43597907,0.49577552,0.48012793,0.45701215,0.4156109,0.4487795,0.44244194,0.49846637,0.45217687,0.4607875,0.43096805
1980-06-06,0.0,17.0,10.0,3,0.5096,0.43413785,0.44477722,2.0,2.0,2.0,4.0,6.0,3.0,1.2696,1.004,0.9729,0.2927,0.1614,0.4151,0.47607234,0.42734504,0.46839118,0.46555448,0.4483497,0.40878713,0.48505354,0.4371239,0.47658443,0.46587998,0.45520848,0.42534387
1980-06-07,0.0,,14.0,4,0.5214,0.42993513,0.44017375,2.0,2.0,2.0,4.0,2.0,3.0,1.2425,1.2203,0.9912,0.1538,0.262,0.3539,0.460599,0.46961135,0.45591468,0.4622814,0.4368493,0.41021773,0.47159314,0.43513495,0.46365446,0.46218744,0.4476149,0.4217794
1980-06-08,,,,4,0.7689,0.42396218,0.43529838,2.0,2.0,2.0,2.0,3.0,5.0,1.121,1.1978,0.9081,0.266,0.4209,0.3443,0.45136717,0.45150146,0.44589907,0.46154153,0.4269835,0.47520596,0.46283865,0.4417371,0.4549268,0.46099606,0.44025424,0.42197818
1980-06-09,,,,4,0.9072,0.41579688,0.43018028,2.0,2.0,2.0,2.0,3.0,5.0,0.903,1.2104,0.9583,0.4853,0.3261,0.473,0.4449346,0.45932072,0.43948716,0.45303538,0.41865936,0.4747334,0.45688036,0.4467235,0.44795758,0.45779252,0.43356186,0.46474832
1980-06-10,0.0,25.0,18.0,4,0.934,0.46197537,0.44110543,2.0,2.0,2.0,2.0,4.0,6.0,0.7833,1.1355,0.9021,0.7051,0.2784,0.5262,0.43973118,0.45646596,0.43597907,0.49577552,0.48012793,0.45701215,0.45048672,0.4487795,0.44244194,0.49846637,0.45217687,0.4607875
1980-06-11,14.0,23.0,13.0,4,0.8258,0.48663667,0.4902131,3.0,2.0,2.0,2.0,4.0,6.0,0.5096,1.2696,1.004,0.9729,0.2927,0.1614,0.43413785,0.47607234,0.42734504,0.46839118,0.46555448,0.4483497,0.44477722,0.48505354,0.4371239,0.47658443,0.46587998,0.45520848
1980-06-12,41.9,18.0,,4,0.6818,0.49023512,0.493491,4.0,2.0,2.0,2.0,4.0,2.0,0.5214,1.2425,1.2203,0.9912,0.1538,0.262,0.42993513,0.460599,0.46961135,0.45591468,0.4622814,0.4368493,0.44017375,0.47159314,0.43513495,0.46365446,0.46218744,0.4476149
1980-06-13,30.0,18.0,10.0,4,0.2198,0.4772951,0.47174558,4.0,2.0,2.0,2.0,2.0,3.0,0.7689,1.121,1.1978,0.9081,0.266,0.4209,0.42396218,0.45136717,0.45150146,0.44589907,0.46154153,0.4269835,0.43529838,0.46283865,0.4417371,0.4549268,0.46099606,0.44025424
1980-06-14,1.0,13.0,,1,0.2298,0.45936596,0.46258378,4.0,2.0,2.0,2.0,2.0,3.0,0.9072,0.903,1.2104,0.9583,0.4853,0.3261,0.41579688,0.4449346,0.45932072,0.43948716,0.45303538,0.41865936,0.43018028,0.45688036,0.4467235,0.44795758,0.45779252,0.43356186
1980-06-15,0.0,,,1,0.4747,0.4480553,0.45382562,4.0,2.0,2.0,2.0,2.0,4.0,0.934,0.7833,1.1355,0.9021,0.7051,0.2784,0.46197537,0.43973118,0.45646596,0.43597907,0.49577552,0.48012793,0.44110543,0.45048672,0.4487795,0.44244194,0.49846637,0.45217687
1980-06-16,0.0,,6.0,2,0.8144,0.4398771,0.44728076,4.0,3.0,2.0,2.0,2.0,4.0,0.8258,0.5096,1.2696,1.004,0.9729,0.2927,0.48663667,0.43413785,0.47607234,0.42734504,0.46839118,0.46555448,0.4902131,0.44477722,0.48505354,0.4371239,0.47658443,0.46587998
1980-06-17,0.0,,12.0,2,1.1701,0.43227082,0.44172126,4.0,4.0,2.0,2.0,2.0,4.0,0.6818,0.5214,1.2425,1.2203,0.9912,0.1538,0.49023512,0.42993513,0.460599,0.46961135,0.45591468,0.4622814,0.493491,0.44017375,0.47159314,0.43513495,0.46365446,0.46218744
1980-06-18,,23.0,,2,1.232,0.46502382,0.44065177,4.0,4.0,2.0,2.0,2.0,2.0,0.2198,0.7689,1.121,1.1978,0.9081,0.266,0.4772951,0.42396218,0.45136717,0.45150146,0.44589907,0.46154153,0.47174558,0.43529838,0.46283865,0.4417371,0.4549268,0.46099606
1980-06-19,17.0,18.0,9.0,3,1.2484,0.4743551,0.46582755,1.0,4.0,2.0,2.0,2.0,2.0,0.2298,0.9072,0.903,1.2104,0.9583,0.4853,0.45936596,0.41579688,0.4449346,0.45932072,0.43948716,0.45303538,0.46258378,0.43018028,0.45688036,0.4467235,0.44795758,0.45779252
1980-06-20,0.0,17.0,,3,1.111,0.45442078,0.46115214,1.0,4.0,2.0,2.0,2.0,2.0,0.4747,0.934,0.7833,1.1355,0.9021,0.7051,0.4480553,0.46197537,0.43973118,0.45646596,0.43597907,0.49577552,0.45382562,0.44110543,0.45048672,0.4487795,0.44244194,0.49846637
1980-06-21,0.0,,6.0,3,1.0244,0.44579965,0.45533773,2.0,4.0,3.0,2.0,2.0,2.0,0.8144,0.8258,0.5096,1.2696,1.004,0.9729,0.4398771,0.48663667,0.43413785,0.47607234,0.42734504,0.46839118,0.44728076,0.4902131,0.44477722,0.48505354,0.4371239,0.47658443
1980-06-22,0.0,18.0,7.0,3,1.0761,0.43854588,0.44949165,2.0,4.0,4.0,2.0,2.0,2.0,1.1701,0.6818,0.5214,1.2425,1.2203,0.9912,0.43227082,0.49023512,0.42993513,0.460599,0.46961135,0.45591468,0.44172126,0.493491,0.44017375,0.47159314,0.43513495,0.46365446
1980-06-23,0.0,18.0,8.0,3,0.8921,0.43411717,0.44463575,2.0,4.0,4.0,2.0,2.0,2.0,1.232,0.2198,0.7689,1.121,1.1978,0.9081,0.46502382,0.4772951,0.42396218,0.45136717,0.45150146,0.44589907,0.44065177,0.47174558,0.43529838,0.46283865,0.4417371,0.4549268
1980-06-24,0.3,18.0,11.0,4,0.9735,0.4285019,0.43989572,3.0,1.0,4.0,2.0,2.0,2.0,1.2484,0.2298,0.9072,0.903,1.2104,0.9583,0.4743551,0.45936596,0.41579688,0.4449346,0.45932072,0.43948716,0.46582755,0.46258378,0.43018028,0.45688036,0.4467235,0.44795758
1980-06-25,30.0,13.0,5.0,4,1.1622,0.4733131,0.4808367,3.0,1.0,4.0,2.0,2.0,2.0,1.111,0.4747,0.934,0.7833,1.1355,0.9021,0.45442078,0.4480553,0.46197537,0.43973118,0.45646596,0.43597907,0.46115214,0.45382562,0.44110543,0.45048672,0.4487795,0.44244194
1980-06-26,0.0,12.0,4.0,4,1.1824,0.45975584,0.47001272,3.0,2.0,4.0,3.0,2.0,2.0,1.0244,0.8144,0.8258,0.5096,1.2696,1.004,0.44579965,0.4398771,0.48663667,0.43413785,0.47607234,0.42734504,0.45533773,0.44728076,0.4902131,0.44477722,0.48505354,0.4371239
1980-06-27,0.0,,0.0,4,0.9807,0.45512056,0.46366787,3.0,2.0,4.0,4.0,2.0,2.0,1.0761,1.1701,0.6818,0.5214,1.2425,1.2203,0.43854588,0.43227082,0.49023512,0.42993513,0.460599,0.46961135,0.44949165,0.44172126,0.493491,0.44017375,0.47159314,0.43513495
1980-06-28,0.0,,3.0,4,0.9424,0.44776613,0.4574145,3.0,2.0,4.0,4.0,2.0,2.0,0.8921,1.232,0.2198,0.7689,1.121,1.1978,0.43411717,0.46502382,0.4772951,0.42396218,0.45136717,0.45150146,0.44463575,0.44065177,0.47174558,0.43529838,0.46283865,0.4417371
1980-06-29,0.0,,11.0,4,0.8368,0.44383967,0.45116353,4.0,3.0,1.0,4.0,2.0,2.0,0.9735,1.2484,0.2298,0.9072,0.903,1.2104,0.4285019,0.4743551,0.45936596,0.41579688,0.4449346,0.45932072,0.43989572,0.46582755,0.46258378,0.43018028,0.45688036,0.4467235
