,AR_PRCP,AR_TMAX,AR_TMIN,MJOPhase_OLR,MJOAmplitude_OLR,AR_ERA5_Soil_Moisture_Lev1,AR_ERA5_Soil_Moisture_Lev2,MJOPhase_OLR_lag5,MJOPhase_OLR_lag10,MJOPhase_OLR_lag15,MJOPhase_OLR_lag20,MJOPhase_OLR_lag25,MJOPhase_OLR_lag30,MJOAmplitude_OLR_lag5,MJOAmplitude_OLR_lag10,MJOAmplitude_OLR_lag15,MJOAmplitude_OLR_lag20,MJOAmplitude_OLR_lag25,MJOAmplitude_OLR_lag30,AR_ERA5_Soil_Moisture_Lev1_lag5,AR_ERA5_Soil_Moisture_Lev1_lag10,AR_ERA5_Soil_Moisture_Lev1_lag15,AR_ERA5_Soil_Moisture_Lev1_lag20,AR_ERA5_Soil_Moisture_Lev1_lag25,AR_ERA5_Soil_Moisture_Lev1_lag30,AR_ERA5_Soil_Moisture_Lev2_lag5,AR_ERA5_Soil_Moisture_Lev2_lag10,AR_ERA5_Soil_Moisture_Lev2_lag15,AR_ERA5_Soil_Moisture_Lev2_lag20,AR_ERA5_Soil_Moisture_Lev2_lag25,AR_ERA5_Soil_Moisture_Lev2_lag30
1980-01-01,0.0,30.8,11.2,5,0.6049,0.20938359,0.205773,,,,,,,,,,,,,,,,,,,,,,,,
1980-01-02,0.0,28.4,19.9,5,0.6069,0.18162715,0.19842568,,,,,,,,,,,,,,,,,,,,,,,,
1980-01-03,0.0,27.4,10.8,5,0.5613,0.17511746,0.19270693,,,,,,,,,,,,,,,,,,,,,,,,
1980-01-04,0.0,32.8,17.3,6,0.6842,0.15001161,0.17946157,,,,,,,,,,,,,,,,,,,,,,,,
1980-01-05,18.0,28.2,17.3,6,0.8435,0.19184488,0.17568547,,,,,,,,,,,,,,,,,,,,,,,,
1980-01-06,0.0,32.5,18.4,6,1.0925,0.25166586,0.1822441,5.0,,,,,,0.6049,,,,,,0.20938359,,,,,,0.205773,,,,,
1980-01-07,0.0,31.6,13.4,6,1.0085,0.21374062,0.1820257,5.0,,,,,,0.6069,,,,,,0.18162715,,,,,,0.19842568,,,,,
1980-01-08,0.0,33.5,14.3,6,0.6414,0.17930526,0.17528911,5.0,,,,,,0.5613,,,,,,0.17511746,,,,,,0.19270693,,,,,
1980-01-09,0.0,31.3,18.0,6,0.4999,0.15298532,0.1675104,6.0,,,,,,0.6842,,,,,,0.15001161,,,,,,0.17946157,,,,,
1980-01-10,0.0,32.4,14.7,6,0.47,0.13673346,0.16129419,6.0,,,,,,0.8435,,,,,,0.19184488,,,,,,0.17568547,,,,,
1980-01-11,0.0,36.4,16.8,6,0.3725,0.127306,0.15779714,6.0,5.0,,,,,1.0925,0.6049,,,,,0.25166586,0.20938359,,,,,0.1822441,0.205773,,,,
1980-01-12,,35.5,23.4,7,0.1387,0.12756337,0.15528962,6.0,5.0,,,,,1.0085,0.6069,,,,,0.21374062,0.18162715,,,,,0.1820257,0.19842568,,,,
1980-01-13,0.0,37.5,24.2,2,0.1655,0.13622151,0.1547342,6.0,5.0,,,,,0.6414,0.5613,,,,,0.17930526,0.17511746,,,,,0.17528911,0.19270693,,,,
1980-01-14,,36.6,21.2,1,0.603,0.12992163,0.15267156,6.0,6.0,,,,,0.4999,0.6842,,,,,0.15298532,0.15001161,,,,,0.1675104,0.17946157,,,,
1980-01-15,0.0,35.4,19.4,2,0.8311,0.12297832,0.14825508,6.0,6.0,,,,,0.47,0.8435,,,,,0.13673346,0.19184488,,,,,0.16129419,0.17568547,,,,
1980-01-16,0.0,35.7,20.4,2,1.0754,0.12381756,0.14055592,6.0,6.0,5.0,,,,0.3725,1.0925,0.6049,,,,0.127306,0.25166586,0.20938359,,,,0.15779714,0.1822441,0.205773,,,
1980-01-17,0.0,32.0,18.8,2,1.2639,0.13824688,0.13771406,7.0,6.0,5.0,,,,0.1387,1.0085,0.6069,,,,0.12756337,0.21374062,0.18162715,,,,0.15528962,0.1820257,0.19842568,,,
1980-01-18,0.0,35.3,14.0,2,1.1226,0.19534172,0.14198628,2.0,6.0,5.0,,,,0.1655,0.6414,0.5613,,,,0.13622151,0.17930526,0.17511746,,,,0.1547342,0.17528911,0.19270693,,,
1980-01-19,0.0,28.3,19.4,2,0.8344,0.23406982,0.14760125,1.0,6.0,6.0,,,,0.603,0.4999,0.6842,,,,0.12992163,0.15298532,0.15001161,,,,0.15267156,0.1675104,0.17946157,,,
1980-01-20,0.0,39.0,14.6,3,0.5924,0.19354016,0.14690426,2.0,6.0,6.0,,,,0.8311,0.47,0.8435,,,,0.12297832,0.13673346,0.19184488,,,,0.14825508,0.16129419,0.17568547,,,
1980-01-21,0.0,43.8,18.8,3,0.5613,0.16349679,0.14591743,2.0,6.0,6.0,5.0,,,1.0754,0.3725,1.0925,0.6049,,,0.12381756,0.127306,0.25166586,0.20938359,,,0.14055592,0.15779714,0.1822441,0.205773,,
1980-01-22,0.0,32.5,20.4,3,0.8126,0.1393323,0.14271428,2.0,7.0,6.0,5.0,,,1.2639,0.1387,1.0085,0.6069,,,0.13824688,0.12756337,0.21374062,0.18162715,,,0.13771406,0.15528962,0.1820257,0.19842568,,
1980-01-23,0.0,24.1,15.7,3,1.0203,0.13067135,0.14068401,2.0,2.0,6.0,5.0,,,1.1226,0.1655,0.6414,0.5613,,,0.19534172,0.13622151,0.17930526,0.17511746,,,0.14198628,0.1547342,0.17528911,0.19270693,,
1980-01-24,0.0,24.6,8.0,3,1.1084,0.13096929,0.14191619,2.0,1.0,6.0,6.0,,,0.8344,0.603,0.4999,0.6842,,,0.23406982,0.12992163,0.15298532,0.15001161,,,0.14760125,0.15267156,0.1675104,0.17946157,,
1980-01-25,0.0,31.2,18.2,3,0.8752,0.12624016,0.14142682,3.0,2.0,6.0,6.0,,,0.5924,0.8311,0.47,0.8435,,,0.19354016,0.12297832,0.13673346,0.19184488,,,0.14690426,0.14825508,0.16129419,0.17568547,,
1980-01-26,0.0,26.8,14.6,3,0.6533,0.13036783,0.14456122,3.0,2.0,6.0,6.0,5.0,,0.5613,1.0754,0.3725,1.0925,0.6049,,0.16349679,0.12381756,0.127306,0.25166586,0.20938359,,0.14591743,0.14055592,0.15779714,0.1822441,0.205773,
1980-01-27,0.0,28.0,11.3,3,0.5261,0.12702206,0.14354338,3.0,2.0,7.0,6.0,5.0,,0.8126,1.2639,0.1387,1.0085,0.6069,,0.1393323,0.13824688,0.12756337,0.21374062,0.18162715,,0.14271428,0.13771406,0.15528962,0.1820257,0.19842568,
1980-01-28,0.0,34.8,17.7,4,0.7312,0.121480286,0.14102103,3.0,2.0,2.0,6.0,5.0,,1.0203,1.1226,0.1655,0.6414,0.5613,,0.13067135,0.19534172,0.13622151,0.17930526,0.17511746,,0.14068401,0.14198628,0.1547342,0.17528911,0.19270693,
1980-01-29,0.0,33.0,22.8,4,0.8306,0.11655954,0.13858496,3.0,2.0,1.0,6.0,6.0,,1.1084,0.8344,0.603,0.4999,0.6842,,0.13096929,0.23406982,0.12992163,0.15298532,0.15001161,,0.14191619,0.14760125,0.15267156,0.1675104,0.17946157,
1980-01-30,0.0,34.2,16.4,4,0.7665,0.12582195,0.13565683,3.0,3.0,2.0,6.0,6.0,,0.8752,0.5924,0.8311,0.47,0.8435,,0.12624016,0.19354016,0.12297832,0.13673346,0.19184488,,0.14142682,0.14690426,0.14825508,0.16129419,0.17568547,
1980-01-31,0.0,22.6,15.2,6,0.3975,0.15242302,0.13435048,3.0,3.0,2.0,6.0,6.0,5.0,0.6533,0.5613,1.0754,0.3725,1.0925,0.6049,0.13036783,0.16349679,0.12381756,0.127306,0.25166586,0.20938359,0.14456122,0.14591743,0.14055592,0.15779714,0.1822441,0.205773
1980-02-01,0.0,32.6,9.9,7,0.6582,0.141878,0.13435183,3.0,3.0,2.0,7.0,6.0,5.0,0.5261,0.8126,1.2639,0.1387,1.0085,0.6069,0.12702206,0.1393323,0.13824688,0.12756337,0.21374062,0.18162715,0.14354338,0.14271428,0.13771406,0.15528962,0.1820257,0.19842568
1980-02-02,1.0,32.6,22.3,8,0.7567,0.13937286,0.1298747,4.0,3.0,2.0,2.0,6.0,5.0,0.7312,1.0203,1.1226,0.1655,0.6414,0.5613,0.121480286,0.13067135,0.19534172,0.13622151,0.17930526,0.17511746,0.14102103,0.14068401,0.14198628,0.1547342,0.17528911,0.19270693
1980-02-03,3.0,33.0,19.5,8,0.8586,0.16446051,0.13540338,4.0,3.0,2.0,1.0,6.0,6.0,0.8306,1.1084,0.8344,0.603,0.4999,0.6842,0.11655954,0.13096929,0.23406982,0.12992163,0.15298532,0.15001161,0.13858496,0.14191619,0.14760125,0.15267156,0.1675104,0.17946157
1980-02-04,0.0,34.2,19.0,7,0.8608,0.14689524,0.13228786,4.0,3.0,3.0,2.0,6.0,6.0,0.7665,0.8752,0.5924,0.8311,0.47,0.8435,0.12582195,0.12624016,0.19354016,0.12297832,0.13673346,0.19184488,0.13565683,0.14142682,0.14690426,0.14825508,0.16129419,0.17568547
1980-02-05,0.0,34.0,14.8,7,0.8351,0.13964002,0.13349578,6.0,3.0,3.0,2.0,6.0,6.0,0.3975,0.6533,0.5613,1.0754,0.3725,1.0925,0.15242302,0.13036783,0.16349679,0.12381756,0.127306,0.25166586,0.13435048,0.14456122,0.14591743,0.14055592,0.15779714,0.1822441
1980-02-06,1.0,27.1,16.0,7,0.8562,0.13330656,0.13649401,7.0,3.0,3.0,2.0,7.0,6.0,0.6582,0.5261,0.8126,1.2639,0.1387,1.0085,0.141878,0.12702206,0.1393323,0.13824688,0.12756337,0.21374062,0.13435183,0.14354338,0.14271428,0.13771406,0.15528962,0.1820257
1980-02-07,0.0,26.4,16.0,7,0.8385,0.1326128,0.13764398,8.0,4.0,3.0,2.0,2.0,6.0,0.7567,0.7312,1.0203,1.1226,0.1655,0.6414,0.13937286,0.121480286,0.13067135,0.19534172,0.13622151,0.17930526,0.1298747,0.14102103,0.14068401,0.14198628,0.1547342,0.17528911
1980-02-08,0.0,31.5,16.2,7,0.9504,0.12618843,0.13510679,8.0,4.0,3.0,2.0,1.0,6.0,0.8586,0.8306,1.1084,0.8344,0.603,0.4999,0.16446051,0.11655954,0.13096929,0.23406982,0.12992163,0.15298532,0.13540338,0.13858496,0.14191619,0.14760125,0.15267156,0.1675104
1980-02-09,,27.2,18.3,7,1.0884,0.12618561,0.13402155,7.0,4.0,3.0,3.0,2.0,6.0,0.8608,0.7665,0.8752,0.5924,0.8311,0.47,0.14689524,0.12582195,0.12624016,0.19354016,0.12297832,0.13673346,0.13228786,0.13565683,0.14142682,0.14690426,0.14825508,0.16129419
1980-02-10,0.0,28.2,9.1,7,1.1464,0.13561866,0.13252378,7.0,6.0,3.0,3.0,2.0,6.0,0.8351,0.3975,0.6533,0.5613,1.0754,0.3725,0.13964002,0.15242302,0.13036783,0.16349679,0.12381756,0.127306,0.13349578,0.13435048,0.14456122,0.14591743,0.14055592,0.15779714
1980-02-11,0.0,29.5,14.0,7,1.27,0.13012445,0.1320034,7.0,7.0,3.0,3.0,2.0,7.0,0.8562,0.6582,0.5261,0.8126,1.2639,0.1387,0.13330656,0.141878,0.12702206,0.1393323,0.13824688,0.12756337,0.13649401,0.13435183,0.14354338,0.14271428,0.13771406,0.15528962
1980-02-12,2.0,26.4,13.2,7,1.2737,0.1713213,0.13174051,7.0,8.0,4.0,3.0,2.0,2.0,0.8385,0.7567,0.7312,1.0203,1.1226,0.1655,0.1326128,0.13937286,0.121480286,0.13067135,0.19534172,0.13622151,0.13764398,0.1298747,0.14102103,0.14068401,0.14198628,0.1547342
1980-02-13,0.0,35.0,10.1,7,1.2473,0.1557758,0.13300101,7.0,8.0,4.0,3.0,2.0,1.0,0.9504,0.8586,0.8306,1.1084,0.8344,0.603,0.12618843,0.16446051,0.11655954,0.13096929,0.23406982,0.12992163,0.13510679,0.13540338,0.13858496,0.14191619,0.14760125,0.15267156
1980-02-14,0.0,39.0,20.7,7,1.1311,0.13772795,0.13036947,7.0,7.0,4.0,3.0,3.0,2.0,1.0884,0.8608,0.7665,0.8752,0.5924,0.8311,0.12618561,0.14689524,0.12582195,0.12624016,0.19354016,0.12297832,0.13402155,0.13228786,0.13565683,0.14142682,0.14690426,0.14825508
1980-02-15,0.0,30.6,21.4,7,0.9989,0.13027692,0.12487854,7.0,7.0,6.0,3.0,3.0,2.0,1.1464,0.8351,0.3975,0.6533,0.5613,1.0754,0.13561866,0.13964002,0.15242302,0.13036783,0.16349679,0.12381756,0.13252378,0.13349578,0.13435048,0.14456122,0.14591743,0.14055592
1980-02-16,0.0,26.9,12.5,7,1.0017,0.1734138,0.12761119,7.0,7.0,7.0,3.0,3.0,2.0,1.27,0.8562,0.6582,0.5261,0.8126,1.2639,0.13012445,0.13330656,0.141878,0.12702206,0.1393323,0.13824688,0.1320034,0.13649401,0.13435183,0.14354338,0.14271428,0.13771406
1980-02-17,0.0,30.5,8.0,8,1.0709,0.15398121,0.12554991,7.0,7.0,8.0,4.0,3.0,2.0,1.2737,0.8385,0.7567,0.7312,1.0203,1.1226,0.1713213,0.1326128,0.13937286,0.121480286,0.13067135,0.19534172,0.13174051,0.13764398,0.1298747,0.14102103,0.14068401,0.14198628
1980-02-18,0.0,31.4,13.8,8,1.0633,0.1366719,0.123902485,7.0,7.0,8.0,4.0,3.0,2.0,1.2473,0.9504,0.8586,0.8306,1.1084,0.8344,0.1557758,0.12618843,0.16446051,0.11655954,0.13096929,0.23406982,0.13300101,0.13510679,0.13540338,0.13858496,0.14191619,0.14760125
1980-02-19,0.0,33.9,18.6,8,1.0207,0.12336297,0.120329954,7.0,7.0,7.0,4.0,3.0,3.0,1.1311,1.0884,0.8608,0.7665,0.8752,0.5924,0.13772795,0.12618561,0.14689524,0.12582195,0.12624016,0.19354016,0.13036947,0.13402155,0.13228786,0.13565683,0.14142682,0.14690426
1980-02-20,,29.4,19.9,8,0.8031,0.11799044,0.11968015,7.0,7.0,7.0,6.0,3.0,3.0,0.9989,1.1464,0.8351,0.3975,0.6533,0.5613,0.13027692,0.13561866,0.13964002,0.15242302,0.13036783,0.16349679,0.12487854,0.13252378,0.13349578,0.13435048,0.14456122,0.14591743
1980-02-21,0.0,28.8,18.4,8,0.6538,0.11780162,0.1198662,7.0,7.0,7.0,7.0,3.0,3.0,1.0017,1.27,0.8562,0.6582,0.5261,0.8126,0.1734138,0.13012445,0.13330656,0.141878,0.12702206,0.1393323,0.12761119,0.1320034,0.13649401,0.13435183,0.14354338,0.14271428
1980-02-22,0.0,31.7,18.0,7,0.5559,0.11884787,0.12057262,8.0,7.0,7.0,8.0,4.0,3.0,1.0709,1.2737,0.8385,0.7567,0.7312,1.0203,0.15398121,0.1713213,0.1326128,0.13937286,0.121480286,0.13067135,0.12554991,0.13174051,0.13764398,0.1298747,0.14102103,0.14068401
1980-02-23,,30.5,16.5,7,0.3335,0.11754705,0.12001314,8.0,7.0,7.0,8.0,4.0,3.0,1.0633,1.2473,0.9504,0.8586,0.8306,1.1084,0.1366719,0.1557758,0.12618843,0.16446051,0.11655954,0.13096929,0.123902485,0.13300101,0.13510679,0.13540338,0.13858496,0.14191619
1980-02-24,0.0,32.7,17.5,8,0.2448,0.11472021,0.1189225,8.0,7.0,7.0,7.0,4.0,3.0,1.0207,1.1311,1.0884,0.8608,0.7665,0.8752,0.12336297,0.13772795,0.12618561,0.14689524,0.12582195,0.12624016,0.120329954,0.13036947,0.13402155,0.13228786,0.13565683,0.14142682
1980-02-25,,34.6,20.0,1,0.4963,0.11059255,0.11835764,8.0,7.0,7.0,7.0,6.0,3.0,0.8031,0.9989,1.1464,0.8351,0.3975,0.6533,0.11799044,0.13027692,0.13561866,0.13964002,0.15242302,0.13036783,0.11968015,0.12487854,0.13252378,0.13349578,0.13435048,0.14456122
1980-02-26,,29.7,17.0,1,0.5119,0.10656561,0.11741665,8.0,7.0,7.0,7.0,7.0,3.0,0.6538,1.0017,1.27,0.8562,0.6582,0.5261,0.11780162,0.1734138,0.13012445,0.13330656,0.141878,0.12702206,0.1198662,0.12761119,0.1320034,0.13649401,0.13435183,0.14354338
1980-02-27,0.0,32.6,18.0,1,0.3395,0.104340225,0.11549017,7.0,8.0,7.0,7.0,8.0,4.0,0.5559,1.0709,1.2737,0.8385,0.7567,0.7312,0.11884787,0.15398121,0.1713213,0.1326128,0.13937286,0.121480286,0.12057262,0.12554991,0.13174051,0.13764398,0.1298747,0.14102103
1980-02-28,0.0,36.3,18.0,2,0.6496,0.10036783,0.11500619,7.0,8.0,7.0,7.0,8.0,4.0,0.3335,1.0633,1.2473,0.9504,0.8586,0.8306,0.11754705,0.1366719,0.1557758,0.12618843,0.16446051,0.11655954,0.12001314,0.123902485,0.13300101,0.13510679,0.13540338,0.13858496
1980-02-29,0.0,29.0,19.2,2,0.6489,0.20798343,0.11978261,8.0,8.0,7.0,7.0,7.0,4.0,0.2448,1.0207,1.1311,1.0884,0.8608,0.7665,0.11472021,0.12336297,0.13772795,0.12618561,0.14689524,0.12582195,0.1189225,0.120329954,0.13036947,0.13402155,0.13228786,0.13565683
1980-03-01,0.0,30.0,1.3,1,0.7674,0.17799464,0.11994574,1.0,8.0,7.0,7.0,7.0,6.0,0.4963,0.8031,0.9989,1.1464,0.8351,0.3975,0.11059255,0.11799044,0.13027692,0.13561866,0.13964002,0.15242302,0.11835764,0.11968015,0.12487854,0.13252378,0.13349578,0.13435048
1980-03-02,0.0,31.2,14.9,2,0.9586,0.15737033,0.119403794,1.0,8.0,7.0,7.0,7.0,7.0,0.5119,0.6538,1.0017,1.27,0.8562,0.6582,0.10656561,0.11780162,0.1734138,0.13012445,0.13330656,0.141878,0.11741665,0.1198662,0.12761119,0.1320034,0.13649401,0.13435183
1980-03-03,0.0,34.0,18.5,2,1.0191,0.14291865,0.11956421,1.0,7.0,8.0,7.0,7.0,8.0,0.3395,0.5559,1.0709,1.2737,0.8385,0.7567,0.104340225,0.11884787,0.15398121,0.1713213,0.1326128,0.13937286,0.11549017,0.12057262,0.12554991,0.13174051,0.13764398,0.1298747
1980-03-04,,24.0,17.3,2,0.8723,0.13511513,0.11967072,2.0,7.0,8.0,7.0,7.0,8.0,0.6496,0.3335,1.0633,1.2473,0.9504,0.8586,0.10036783,0.11754705,0.1366719,0.1557758,0.12618843,0.16446051,0.11500619,0.12001314,0.123902485,0.13300101,0.13510679,0.13540338
1980-03-05,,25.8,16.4,2,0.8978,0.33131245,0.27132842,2.0,8.0,8.0,7.0,7.0,7.0,0.6489,0.2448,1.0207,1.1311,1.0884,0.8608,0.20798343,0.11472021,0.12336297,0.13772795,0.12618561,0.14689524,0.11978261,0.1189225,0.120329954,0.13036947,0.13402155,0.13228786
1980-03-06,0.0,26.6,12.7,3,1.0195,0.2846969,0.27226943,1.0,1.0,8.0,7.0,7.0,7.0,0.7674,0.4963,0.8031,0.9989,1.1464,0.8351,0.17799464,0.11059255,0.11799044,0.13027692,0.13561866,0.13964002,0.11994574,0.11835764,0.11968015,0.12487854,0.13252378,0.13349578
1980-03-07,0.0,30.5,13.3,3,1.0898,0.2562691,0.26125118,2.0,1.0,8.0,7.0,7.0,7.0,0.9586,0.5119,0.6538,1.0017,1.27,0.8562,0.15737033,0.10656561,0.11780162,0.1734138,0.13012445,0.13330656,0.119403794,0.11741665,0.1198662,0.12761119,0.1320034,0.13649401
1980-03-08,0.0,33.3,19.3,4,1.3538,0.2330417,0.2497786,2.0,1.0,7.0,8.0,7.0,7.0,1.0191,0.3395,0.5559,1.0709,1.2737,0.8385,0.14291865,0.104340225,0.11884787,0.15398121,0.1713213,0.1326128,0.11956421,0.11549017,0.12057262,0.12554991,0.13174051,0.13764398
1980-03-09,0.0,28.2,17.0,4,1.5145,0.21383435,0.2390704,2.0,2.0,7.0,8.0,7.0,7.0,0.8723,0.6496,0.3335,1.0633,1.2473,0.9504,0.13511513,0.10036783,0.11754705,0.1366719,0.1557758,0.12618843,0.11967072,0.11500619,0.12001314,0.123902485,0.13300101,0.13510679
1980-03-10,0.0,28.8,14.8,4,1.3194,0.20049745,0.23128766,2.0,2.0,8.0,8.0,7.0,7.0,0.8978,0.6489,0.2448,1.0207,1.1311,1.0884,0.33131245,0.20798343,0.11472021,0.12336297,0.13772795,0.12618561,0.27132842,0.11978261,0.1189225,0.120329954,0.13036947,0.13402155
1980-03-11,0.0,29.4,12.6,4,0.9511,0.18756895,0.2233162,3.0,1.0,1.0,8.0,7.0,7.0,1.0195,0.7674,0.4963,0.8031,0.9989,1.1464,0.2846969,0.17799464,0.11059255,0.11799044,0.13027692,0.13561866,0.27226943,0.11994574,0.11835764,0.11968015,0.12487854,0.13252378
1980-03-12,,32.8,18.5,5,0.8779,0.17816529,0.21740058,3.0,2.0,1.0,8.0,7.0,7.0,1.0898,0.9586,0.5119,0.6538,1.0017,1.27,0.2562691,0.15737033,0.10656561,0.11780162,0.1734138,0.13012445,0.26125118,0.119403794,0.11741665,0.1198662,0.12761119,0.1320034
1980-03-13,,33.9,15.7,5,0.5501,0.16649985,0.208933,4.0,2.0,1.0,7.0,8.0,7.0,1.3538,1.0191,0.3395,0.5559,1.0709,1.2737,0.2330417,0.14291865,0.104340225,0.11884787,0.15398121,0.1713213,0.2497786,0.11956421,0.11549017,0.12057262,0.12554991,0.13174051
1980-03-14,0.0,31.8,21.4,5,0.5164,0.1591649,0.20272487,4.0,2.0,2.0,7.0,8.0,7.0,1.5145,0.8723,0.6496,0.3335,1.0633,1.2473,0.21383435,0.13511513,0.10036783,0.11754705,0.1366719,0.1557758,0.2390704,0.11967072,0.11500619,0.12001314,0.123902485,0.13300101
1980-03-15,47.0,30.9,19.0,5,0.7482,0.24697171,0.20628798,4.0,2.0,2.0,8.0,8.0,7.0,1.3194,0.8978,0.6489,0.2448,1.0207,1.1311,0.20049745,0.33131245,0.20798343,0.11472021,0.12336297,0.13772795,0.23128766,0.27132842,0.11978261,0.1189225,0.120329954,0.13036947
1980-03-16,0.0,32.9,19.9,5,0.665,0.29743934,0.24995117,4.0,3.0,1.0,1.0,8.0,7.0,0.9511,1.0195,0.7674,0.4963,0.8031,0.9989,0.18756895,0.2846969,0.17799464,0.11059255,0.11799044,0.13027692,0.2233162,0.27226943,0.11994574,0.11835764,0.11968015,0.12487854
1980-03-17,7.9,28.1,22.0,6,0.7874,0.28202674,0.24854237,5.0,3.0,2.0,1.0,8.0,7.0,0.8779,1.0898,0.9586,0.5119,0.6538,1.0017,0.17816529,0.2562691,0.15737033,0.10656561,0.11780162,0.1734138,0.21740058,0.26125118,0.119403794,0.11741665,0.1198662,0.12761119
1980-03-18,2.0,34.9,21.6,7,1.1585,0.30958453,0.26767635,5.0,4.0,2.0,1.0,7.0,8.0,0.5501,1.3538,1.0191,0.3395,0.5559,1.0709,0.16649985,0.2330417,0.14291865,0.104340225,0.11884787,0.15398121,0.208933,0.2497786,0.11956421,0.11549017,0.12057262,0.12554991
1980-03-19,0.0,29.7,20.2,7,1.4103,0.2811441,0.26458913,5.0,4.0,2.0,2.0,7.0,8.0,0.5164,1.5145,0.8723,0.6496,0.3335,1.0633,0.1591649,0.21383435,0.13511513,0.10036783,0.11754705,0.1366719,0.20272487,0.2390704,0.11967072,0.11500619,0.12001314,0.123902485
1980-03-20,0.0,28.6,20.6,7,1.4962,0.29358023,0.26972818,5.0,4.0,2.0,2.0,8.0,8.0,0.7482,1.3194,0.8978,0.6489,0.2448,1.0207,0.24697171,0.20049745,0.33131245,0.20798343,0.11472021,0.12336297,0.20628798,0.23128766,0.27132842,0.11978261,0.1189225,0.120329954
1980-03-21,0.0,26.2,21.3,7,1.5599,0.30404973,0.2692914,5.0,4.0,3.0,1.0,1.0,8.0,0.665,0.9511,1.0195,0.7674,0.4963,0.8031,0.29743934,0.18756895,0.2846969,0.17799464,0.11059255,0.11799044,0.24995117,0.2233162,0.27226943,0.11994574,0.11835764,0.11968015
1980-03-22,42.9,25.5,17.7,7,1.5586,0.32292986,0.30078775,6.0,5.0,3.0,2.0,1.0,8.0,0.7874,0.8779,1.0898,0.9586,0.5119,0.6538,0.28202674,0.17816529,0.2562691,0.15737033,0.10656561,0.11780162,0.24854237,0.21740058,0.26125118,0.119403794,0.11741665,0.1198662
1980-03-23,0.0,26.1,11.5,6,1.6071,0.2895645,0.28861952,7.0,5.0,4.0,2.0,1.0,7.0,1.1585,0.5501,1.3538,1.0191,0.3395,0.5559,0.30958453,0.16649985,0.2330417,0.14291865,0.104340225,0.11884787,0.26767635,0.208933,0.2497786,0.11956421,0.11549017,0.12057262
1980-03-24,0.0,23.3,10.0,6,1.5997,0.27365112,0.27835488,7.0,5.0,4.0,2.0,2.0,7.0,1.4103,0.5164,1.5145,0.8723,0.6496,0.3335,0.2811441,0.1591649,0.21383435,0.13511513,0.10036783,0.11754705,0.26458913,0.20272487,0.2390704,0.11967072,0.11500619,0.12001314
1980-03-25,0.0,26.8,9.7,7,1.837,0.25873643,0.2695125,7.0,5.0,4.0,2.0,2.0,8.0,1.4962,0.7482,1.3194,0.8978,0.6489,0.2448,0.29358023,0.24697171,0.20049745,0.33131245,0.20798343,0.11472021,0.26972818,0.20628798,0.23128766,0.27132842,0.11978261,0.1189225
1980-03-26,,30.8,13.7,7,2.0404,0.24084246,0.25879353,7.0,5.0,4.0,3.0,1.0,1.0,1.5599,0.665,0.9511,1.0195,0.7674,0.4963,0.30404973,0.29743934,0.18756895,0.2846969,0.17799464,0.11059255,0.2692914,0.24995117,0.2233162,0.27226943,0.11994574,0.11835764
1980-03-27,0.0,23.4,15.3,7,2.1177,0.22817415,0.25038525,7.0,6.0,5.0,3.0,2.0,1.0,1.5586,0.7874,0.8779,1.0898,0.9586,0.5119,0.32292986,0.28202674,0.17816529,0.2562691,0.15737033,0.10656561,0.30078775,0.24854237,0.21740058,0.26125118,0.119403794,0.11741665
1980-03-28,,28.0,12.4,7,2.0411,0.2178613,0.24301773,6.0,7.0,5.0,4.0,2.0,1.0,1.6071,1.1585,0.5501,1.3538,1.0191,0.3395,0.2895645,0.30958453,0.16649985,0.2330417,0.14291865,0.104340225,0.28861952,0.26767635,0.208933,0.2497786,0.11956421,0.11549017
1980-03-29,0.0,18.7,11.4,7,2.226,0.20713302,0.23620835,6.0,7.0,5.0,4.0,2.0,2.0,1.5997,1.4103,0.5164,1.5145,0.8723,0.6496,0.27365112,0.2811441,0.1591649,0.21383435,0.13511513,0.10036783,0.27835488,0.26458913,0.20272487,0.2390704,0.11967072,0.11500619
1980-03-30,,20.2,7.5,8,2.5651,0.2029718,0.23302405,7.0,7.0,5.0,4.0,2.0,2.0,1.837,1.4962,0.7482,1.3194,0.8978,0.6489,0.25873643,0.29358023,0.24697171,0.20049745,0.33131245,0.20798343,0.2695125,0.26972818,0.20628798,0.23128766,0.27132842,0.11978261
1980-03-31,0.0,26.9,16.0,8,2.9645,0.198335,0.22728236,7.0,7.0,5.0,4.0,3.0,1.0,2.0404,1.5599,0.665,0.9511,1.0195,0.7674,0.24084246,0.30404973,0.29743934,0.18756895,0.2846969,0.17799464,0.25879353,0.2692914,0.24995117,0.2233162,0.27226943,0.11994574
1980-04-01,0.0,28.6,16.6,8,2.4393,0.19488153,0.22390261,7.0,7.0,6.0,5.0,3.0,2.0,2.1177,1.5586,0.7874,0.8779,1.0898,0.9586,0.22817415,0.32292986,0.28202674,0.17816529,0.2562691,0.15737033,0.25038525,0.30078775,0.24854237,0.21740058,0.26125118,0.119403794
1980-04-02,0.0,26.3,14.1,8,2.2477,0.18670735,0.21871907,7.0,6.0,7.0,5.0,4.0,2.0,2.0411,1.6071,1.1585,0.5501,1.3538,1.0191,0.2178613,0.2895645,0.30958453,0.16649985,0.2330417,0.14291865,0.24301773,0.28861952,0.26767635,0.208933,0.2497786,0.11956421
