,AR_PRCP,AR_TMAX,AR_TMIN,MJOPhase_OLR,MJOAmplitude_OLR,AR_ERA5_Soil_Moisture_Lev1,AR_ERA5_Soil_Moisture_Lev2,MJOPhase_OLR_lag5,MJOPhase_OLR_lag10,MJOPhase_OLR_lag15,MJOPhase_OLR_lag20,MJOPhase_OLR_lag25,MJOPhase_OLR_lag30,MJOAmplitude_OLR_lag5,MJOAmplitude_OLR_lag10,MJOAmplitude_OLR_lag15,MJOAmplitude_OLR_lag20,MJOAmplitude_OLR_lag25,MJOAmplitude_OLR_lag30,AR_ERA5_Soil_Moisture_Lev1_lag5,AR_ERA5_Soil_Moisture_Lev1_lag10,AR_ERA5_Soil_Moisture_Lev1_lag15,AR_ERA5_Soil_Moisture_Lev1_lag20,AR_ERA5_Soil_Moisture_Lev1_lag25,AR_ERA5_Soil_Moisture_Lev1_lag30,AR_ERA5_Soil_Moisture_Lev2_lag5,AR_ERA5_Soil_Moisture_Lev2_lag10,AR_ERA5_Soil_Moisture_Lev2_lag15,AR_ERA5_Soil_Moisture_Lev2_lag20,AR_ERA5_Soil_Moisture_Lev2_lag25,AR_ERA5_Soil_Moisture_Lev2_lag30
2007-10-13,,,5.1,8,2.4331,0.2895813,0.27472165,8.0,7.0,6.0,6.0,5.0,6.0,1.6114,1.1434,0.6264,0.9766,1.1507,1.1662,0.18198803,0.21238106,0.23786876,0.2751995,0.3529522,0.31302682,0.21309197,0.22690085,0.25739822,0.2861821,0.34135023,0.28473288
2007-10-14,,,,8,2.5211,0.2725769,0.2710278,8.0,7.0,6.0,6.0,5.0,5.0,2.0088,1.2455,0.411,0.7235,1.204,1.2774,0.18490997,0.20074782,0.22585925,0.2897645,0.3244992,0.356726,0.20970951,0.22310856,0.24834149,0.28423136,0.32581034,0.3454701
2007-10-15,,24.0,12.5,8,2.3982,0.25716427,0.26507717,8.0,7.0,7.0,6.0,5.0,5.0,2.2982,1.3237,0.5636,0.7198,1.1087,1.3817,0.30813685,0.20091707,0.21034591,0.2742008,0.3137024,0.33129424,0.26096806,0.21843325,0.23813885,0.2788375,0.31315276,0.32800642
2007-10-16,,,12.2,8,2.3656,0.24349725,0.2586493,8.0,7.0,7.0,6.0,6.0,5.0,2.3821,1.2095,0.88,0.7589,0.9119,1.463,0.2877769,0.19526899,0.20149474,0.25957286,0.29796666,0.31416538,0.26798236,0.21705548,0.23178783,0.27186632,0.3032022,0.31406543
2007-10-17,,27.6,14.2,1,2.5141,0.22615857,0.2502437,8.0,8.0,7.0,6.0,6.0,5.0,2.4882,1.2402,1.0395,0.8354,1.0434,1.2859,0.31233025,0.18954536,0.2255725,0.24846974,0.28331494,0.3032245,0.27050608,0.21663351,0.23112184,0.26510006,0.2934566,0.30354467
2007-10-18,,21.4,6.2,1,2.4761,0.21639681,0.24455324,8.0,8.0,7.0,6.0,6.0,5.0,2.4331,1.6114,1.1434,0.6264,0.9766,1.1507,0.2895813,0.18198803,0.21238106,0.23786876,0.2751995,0.3529522,0.27472165,0.21309197,0.22690085,0.25739822,0.2861821,0.34135023
2007-10-19,,,10.0,1,2.4671,0.20824781,0.23921734,8.0,8.0,7.0,6.0,6.0,5.0,2.5211,2.0088,1.2455,0.411,0.7235,1.204,0.2725769,0.18490997,0.20074782,0.22585925,0.2897645,0.3244992,0.2710278,0.20970951,0.22310856,0.24834149,0.28423136,0.32581034
2007-10-20,0.0,23.0,13.5,1,2.1934,0.2179732,0.23424007,8.0,8.0,7.0,7.0,6.0,5.0,2.3982,2.2982,1.3237,0.5636,0.7198,1.1087,0.25716427,0.30813685,0.20091707,0.21034591,0.2742008,0.3137024,0.26507717,0.26096806,0.21843325,0.23813885,0.2788375,0.31315276
2007-10-21,,21.8,6.6,1,1.8154,0.20599167,0.2303305,8.0,8.0,7.0,7.0,6.0,6.0,2.3656,2.3821,1.2095,0.88,0.7589,0.9119,0.24349725,0.2877769,0.19526899,0.20149474,0.25957286,0.29796666,0.2586493,0.26798236,0.21705548,0.23178783,0.27186632,0.3032022
2007-10-22,,,9.0,1,1.396,0.19575994,0.22450659,1.0,8.0,8.0,7.0,6.0,6.0,2.5141,2.4882,1.2402,1.0395,0.8354,1.0434,0.22615857,0.31233025,0.18954536,0.2255725,0.24846974,0.28331494,0.2502437,0.27050608,0.21663351,0.23112184,0.26510006,0.2934566
2007-10-23,,,14.0,2,0.9575,0.18356021,0.21827823,1.0,8.0,8.0,7.0,6.0,6.0,2.4761,2.4331,1.6114,1.1434,0.6264,0.9766,0.21639681,0.2895813,0.18198803,0.21238106,0.23786876,0.2751995,0.24455324,0.27472165,0.21309197,0.22690085,0.25739822,0.2861821
2007-10-24,,,18.0,2,0.5912,0.1671139,0.2088885,1.0,8.0,8.0,7.0,6.0,6.0,2.4671,2.5211,2.0088,1.2455,0.411,0.7235,0.20824781,0.2725769,0.18490997,0.20074782,0.22585925,0.2897645,0.23921734,0.2710278,0.20970951,0.22310856,0.24834149,0.28423136
2007-10-25,,31.2,,3,0.3841,0.19444093,0.20388424,1.0,8.0,8.0,7.0,7.0,6.0,2.1934,2.3982,2.2982,1.3237,0.5636,0.7198,0.2179732,0.25716427,0.30813685,0.20091707,0.21034591,0.2742008,0.23424007,0.26507717,0.26096806,0.21843325,0.23813885,0.2788375
2007-10-26,,,12.0,3,0.3148,0.1767274,0.19925478,1.0,8.0,8.0,7.0,7.0,6.0,1.8154,2.3656,2.3821,1.2095,0.88,0.7589,0.20599167,0.24349725,0.2877769,0.19526899,0.20149474,0.25957286,0.2303305,0.2586493,0.26798236,0.21705548,0.23178783,0.27186632
2007-10-27,,27.4,10.0,4,0.3827,0.16416958,0.19385958,1.0,1.0,8.0,8.0,7.0,6.0,1.396,2.5141,2.4882,1.2402,1.0395,0.8354,0.19575994,0.22615857,0.31233025,0.18954536,0.2255725,0.24846974,0.22450659,0.2502437,0.27050608,0.21663351,0.23112184,0.26510006
2007-10-28,,25.0,13.5,4,0.83,0.15176842,0.18831068,2.0,1.0,8.0,8.0,7.0,6.0,0.9575,2.4761,2.4331,1.6114,1.1434,0.6264,0.18356021,0.21639681,0.2895813,0.18198803,0.21238106,0.23786876,0.21827823,0.24455324,0.27472165,0.21309197,0.22690085,0.25739822
2007-10-29,,25.4,9.8,4,0.9171,0.1477037,0.18474083,2.0,1.0,8.0,8.0,7.0,6.0,0.5912,2.4671,2.5211,2.0088,1.2455,0.411,0.1671139,0.20824781,0.2725769,0.18490997,0.20074782,0.22585925,0.2088885,0.23921734,0.2710278,0.20970951,0.22310856,0.24834149
2007-10-30,0.8,24.7,9.2,3,0.8506,0.152444,0.18309341,3.0,1.0,8.0,8.0,7.0,7.0,0.3841,2.1934,2.3982,2.2982,1.3237,0.5636,0.19444093,0.2179732,0.25716427,0.30813685,0.20091707,0.21034591,0.20388424,0.23424007,0.26507717,0.26096806,0.21843325,0.23813885
2007-10-31,10.9,20.0,11.2,3,0.9339,0.2515134,0.19645338,3.0,1.0,8.0,8.0,7.0,7.0,0.3148,1.8154,2.3656,2.3821,1.2095,0.88,0.1767274,0.20599167,0.24349725,0.2877769,0.19526899,0.20149474,0.19925478,0.2303305,0.2586493,0.26798236,0.21705548,0.23178783
2007-11-01,0.0,,6.0,3,0.9818,0.22252886,0.19757771,4.0,1.0,1.0,8.0,8.0,7.0,0.3827,1.396,2.5141,2.4882,1.2402,1.0395,0.16416958,0.19575994,0.22615857,0.31233025,0.18954536,0.2255725,0.19385958,0.22450659,0.2502437,0.27050608,0.21663351,0.23112184
2007-11-02,,,8.0,3,0.9883,0.20115486,0.19438939,4.0,2.0,1.0,8.0,8.0,7.0,0.83,0.9575,2.4761,2.4331,1.6114,1.1434,0.15176842,0.18356021,0.21639681,0.2895813,0.18198803,0.21238106,0.18831068,0.21827823,0.24455324,0.27472165,0.21309197,0.22690085
2007-11-03,,28.0,11.0,3,0.8884,0.18310422,0.19238742,4.0,2.0,1.0,8.0,8.0,7.0,0.9171,0.5912,2.4671,2.5211,2.0088,1.2455,0.1477037,0.1671139,0.20824781,0.2725769,0.18490997,0.20074782,0.18474083,0.2088885,0.23921734,0.2710278,0.20970951,0.22310856
2007-11-04,,,-0.4,3,0.8825,0.18419662,0.19131699,3.0,3.0,1.0,8.0,8.0,7.0,0.8506,0.3841,2.1934,2.3982,2.2982,1.3237,0.152444,0.19444093,0.2179732,0.25716427,0.30813685,0.20091707,0.18309341,0.20388424,0.23424007,0.26507717,0.26096806,0.21843325
2007-11-05,,,8.4,3,0.8986,0.17134927,0.18902384,3.0,3.0,1.0,8.0,8.0,7.0,0.9339,0.3148,1.8154,2.3656,2.3821,1.2095,0.2515134,0.1767274,0.20599167,0.24349725,0.2877769,0.19526899,0.19645338,0.19925478,0.2303305,0.2586493,0.26798236,0.21705548
2007-11-06,,,6.8,4,0.8868,0.15891734,0.18446177,3.0,4.0,1.0,1.0,8.0,8.0,0.9818,0.3827,1.396,2.5141,2.4882,1.2402,0.22252886,0.16416958,0.19575994,0.22615857,0.31233025,0.18954536,0.19757771,0.19385958,0.22450659,0.2502437,0.27050608,0.21663351
2007-11-07,,26.7,15.8,4,0.5319,0.14897096,0.1807989,3.0,4.0,2.0,1.0,8.0,8.0,0.9883,0.83,0.9575,2.4761,2.4331,1.6114,0.20115486,0.15176842,0.18356021,0.21639681,0.2895813,0.18198803,0.19438939,0.18831068,0.21827823,0.24455324,0.27472165,0.21309197
2007-11-08,,,9.9,4,0.2393,0.14089328,0.17630425,3.0,4.0,2.0,1.0,8.0,8.0,0.8884,0.9171,0.5912,2.4671,2.5211,2.0088,0.18310422,0.1477037,0.1671139,0.20824781,0.2725769,0.18490997,0.19238742,0.18474083,0.2088885,0.23921734,0.2710278,0.20970951
2007-11-09,23.9,27.6,10.4,4,0.1135,0.24280627,0.17335588,3.0,3.0,3.0,1.0,8.0,8.0,0.8825,0.8506,0.3841,2.1934,2.3982,2.2982,0.18419662,0.152444,0.19444093,0.2179732,0.25716427,0.30813685,0.19131699,0.18309341,0.20388424,0.23424007,0.26507717,0.26096806
2007-11-10,6.1,15.8,3.8,4,0.2932,0.23886046,0.17763215,3.0,3.0,3.0,1.0,8.0,8.0,0.8986,0.9339,0.3148,1.8154,2.3656,2.3821,0.17134927,0.2515134,0.1767274,0.20599167,0.24349725,0.2877769,0.18902384,0.19645338,0.19925478,0.2303305,0.2586493,0.26798236
2007-11-11,5.1,,4.5,5,0.4897,0.2646125,0.18846707,4.0,3.0,4.0,1.0,1.0,8.0,0.8868,0.9818,0.3827,1.396,2.5141,2.4882,0.15891734,0.22252886,0.16416958,0.19575994,0.22615857,0.31233025,0.18446177,0.19757771,0.19385958,0.22450659,0.2502437,0.27050608
2007-11-12,0.0,,8.2,5,0.5659,0.23081776,0.19092335,4.0,3.0,4.0,2.0,1.0,8.0,0.5319,0.9883,0.83,0.9575,2.4761,2.4331,0.14897096,0.20115486,0.15176842,0.18356021,0.21639681,0.2895813,0.1807989,0.19438939,0.18831068,0.21827823,0.24455324,0.27472165
2007-11-13,,18.2,6.7,4,0.9934,0.20973888,0.19198972,4.0,3.0,4.0,2.0,1.0,8.0,0.2393,0.8884,0.9171,0.5912,2.4671,2.5211,0.14089328,0.18310422,0.1477037,0.1671139,0.20824781,0.2725769,0.17630425,0.19238742,0.18474083,0.2088885,0.23921734,0.2710278
2007-11-14,0.0,19.0,3.6,5,1.2093,0.22217777,0.1916163,4.0,3.0,3.0,3.0,1.0,8.0,0.1135,0.8825,0.8506,0.3841,2.1934,2.3982,0.24280627,0.18419662,0.152444,0.19444093,0.2179732,0.25716427,0.17335588,0.19131699,0.18309341,0.20388424,0.23424007,0.26507717
2007-11-15,,,2.0,5,1.2867,0.20827578,0.19042858,4.0,3.0,3.0,3.0,1.0,8.0,0.2932,0.8986,0.9339,0.3148,1.8154,2.3656,0.23886046,0.17134927,0.2515134,0.1767274,0.20599167,0.24349725,0.17763215,0.18902384,0.19645338,0.19925478,0.2303305,0.2586493
2007-11-16,,,11.0,5,1.5587,0.18416166,0.18452108,5.0,4.0,3.0,4.0,1.0,1.0,0.4897,0.8868,0.9818,0.3827,1.396,2.5141,0.2646125,0.15891734,0.22252886,0.16416958,0.19575994,0.22615857,0.18846707,0.18446177,0.19757771,0.19385958,0.22450659,0.2502437
2007-11-17,,28.6,15.6,5,1.6672,0.16720203,0.18018147,5.0,4.0,3.0,4.0,2.0,1.0,0.5659,0.5319,0.9883,0.83,0.9575,2.4761,0.23081776,0.14897096,0.20115486,0.15176842,0.18356021,0.21639681,0.19092335,0.1807989,0.19438939,0.18831068,0.21827823,0.24455324
2007-11-18,,,9.4,5,1.5743,0.21720248,0.17982018,4.0,4.0,3.0,4.0,2.0,1.0,0.9934,0.2393,0.8884,0.9171,0.5912,2.4671,0.20973888,0.14089328,0.18310422,0.1477037,0.1671139,0.20824781,0.19198972,0.17630425,0.19238742,0.18474083,0.2088885,0.23921734
2007-11-19,,25.6,,6,1.3386,0.1881662,0.17656444,5.0,4.0,3.0,3.0,3.0,1.0,1.2093,0.1135,0.8825,0.8506,0.3841,2.1934,0.22217777,0.24280627,0.18419662,0.152444,0.19444093,0.2179732,0.1916163,0.17335588,0.19131699,0.18309341,0.20388424,0.23424007
2007-11-20,,,9.0,6,1.1828,0.16923718,0.17332894,5.0,4.0,3.0,3.0,3.0,1.0,1.2867,0.2932,0.8986,0.9339,0.3148,1.8154,0.20827578,0.23886046,0.17134927,0.2515134,0.1767274,0.20599167,0.19042858,0.17763215,0.18902384,0.19645338,0.19925478,0.2303305
2007-11-21,,,11.6,6,1.2948,0.14956403,0.1673365,5.0,5.0,4.0,3.0,4.0,1.0,1.5587,0.4897,0.8868,0.9818,0.3827,1.396,0.18416166,0.2646125,0.15891734,0.22252886,0.16416958,0.19575994,0.18452108,0.18846707,0.18446177,0.19757771,0.19385958,0.22450659
2007-11-22,,32.9,,6,1.4054,0.199882,0.16366555,5.0,5.0,4.0,3.0,4.0,2.0,1.6672,0.5659,0.5319,0.9883,0.83,0.9575,0.16720203,0.23081776,0.14897096,0.20115486,0.15176842,0.18356021,0.18018147,0.19092335,0.1807989,0.19438939,0.18831068,0.21827823
2007-11-23,,20.0,9.4,6,1.6638,0.27881104,0.1886531,5.0,4.0,4.0,3.0,4.0,2.0,1.5743,0.9934,0.2393,0.8884,0.9171,0.5912,0.21720248,0.20973888,0.14089328,0.18310422,0.1477037,0.1671139,0.17982018,0.19198972,0.17630425,0.19238742,0.18474083,0.2088885
2007-11-24,0.0,,4.5,6,1.5273,0.24869634,0.19379622,6.0,5.0,4.0,3.0,3.0,3.0,1.3386,1.2093,0.1135,0.8825,0.8506,0.3841,0.1881662,0.22217777,0.24280627,0.18419662,0.152444,0.19444093,0.17656444,0.1916163,0.17335588,0.19131699,0.18309341,0.20388424
2007-11-25,,,10.0,6,1.4472,0.21633948,0.19109187,6.0,5.0,4.0,3.0,3.0,3.0,1.1828,1.2867,0.2932,0.8986,0.9339,0.3148,0.16923718,0.20827578,0.23886046,0.17134927,0.2515134,0.1767274,0.17332894,0.19042858,0.17763215,0.18902384,0.19645338,0.19925478
2007-11-26,,,4.8,7,1.9677,0.18943207,0.18501452,6.0,5.0,5.0,4.0,3.0,4.0,1.2948,1.5587,0.4897,0.8868,0.9818,0.3827,0.14956403,0.18416166,0.2646125,0.15891734,0.22252886,0.16416958,0.1673365,0.18452108,0.18846707,0.18446177,0.19757771,0.19385958
2007-11-27,,31.2,16.6,7,2.3371,0.16362548,0.17840059,6.0,5.0,5.0,4.0,3.0,4.0,1.4054,1.6672,0.5659,0.5319,0.9883,0.83,0.199882,0.16720203,0.23081776,0.14897096,0.20115486,0.15176842,0.16366555,0.18018147,0.19092335,0.1807989,0.19438939,0.18831068
2007-11-28,,,12.0,7,2.4673,0.14778903,0.17241624,6.0,5.0,4.0,4.0,3.0,4.0,1.6638,1.5743,0.9934,0.2393,0.8884,0.9171,0.27881104,0.21720248,0.20973888,0.14089328,0.18310422,0.1477037,0.1886531,0.17982018,0.19198972,0.17630425,0.19238742,0.18474083
2007-11-29,,,21.8,8,2.8960000000000004,0.14127514,0.16919693,6.0,6.0,5.0,4.0,3.0,3.0,1.5273,1.3386,1.2093,0.1135,0.8825,0.8506,0.24869634,0.1881662,0.22217777,0.24280627,0.18419662,0.152444,0.19379622,0.17656444,0.1916163,0.17335588,0.19131699,0.18309341
2007-11-30,,35.2,20.6,8,3.102,0.13375555,0.16617171,6.0,6.0,5.0,4.0,3.0,3.0,1.4472,1.1828,1.2867,0.2932,0.8986,0.9339,0.21633948,0.16923718,0.20827578,0.23886046,0.17134927,0.2515134,0.19109187,0.17332894,0.19042858,0.17763215,0.18902384,0.19645338
2007-12-01,3.0,35.0,15.4,8,3.1458,0.17562239,0.1630535,7.0,6.0,5.0,5.0,4.0,3.0,1.9677,1.2948,1.5587,0.4897,0.8868,0.9818,0.18943207,0.14956403,0.18416166,0.2646125,0.15891734,0.22252886,0.18501452,0.1673365,0.18452108,0.18846707,0.18446177,0.19757771
2007-12-02,7.1,,10.5,8,2.9760000000000004,0.18011092,0.16392572,7.0,6.0,5.0,5.0,4.0,3.0,2.3371,1.4054,1.6672,0.5659,0.5319,0.9883,0.16362548,0.199882,0.16720203,0.23081776,0.14897096,0.20115486,0.17840059,0.16366555,0.18018147,0.19092335,0.1807989,0.19438939
2007-12-03,0.0,31.6,15.9,8,2.918,0.15754938,0.1612834,7.0,6.0,5.0,4.0,4.0,3.0,2.4673,1.6638,1.5743,0.9934,0.2393,0.8884,0.14778903,0.27881104,0.21720248,0.20973888,0.14089328,0.18310422,0.17241624,0.1886531,0.17982018,0.19198972,0.17630425,0.19238742
2007-12-04,0.0,32.4,12.5,1,2.8746,0.19010626,0.1590846,8.0,6.0,6.0,5.0,4.0,3.0,2.8960000000000004,1.5273,1.3386,1.2093,0.1135,0.8825,0.14127514,0.24869634,0.1881662,0.22217777,0.24280627,0.18419662,0.16919693,0.19379622,0.17656444,0.1916163,0.17335588,0.19131699
2007-12-05,,,8.0,1,2.9474,0.17691481,0.16272995,8.0,6.0,6.0,5.0,4.0,3.0,3.102,1.4472,1.1828,1.2867,0.2932,0.8986,0.13375555,0.21633948,0.16923718,0.20827578,0.23886046,0.17134927,0.16617171,0.19109187,0.17332894,0.19042858,0.17763215,0.18902384
2007-12-06,,28.5,13.0,1,2.678,0.15745567,0.16071853,8.0,7.0,6.0,5.0,5.0,4.0,3.1458,1.9677,1.2948,1.5587,0.4897,0.8868,0.17562239,0.18943207,0.14956403,0.18416166,0.2646125,0.15891734,0.1630535,0.18501452,0.1673365,0.18452108,0.18846707,0.18446177
2007-12-07,,,9.5,2,2.241,0.14655116,0.15775266,8.0,7.0,6.0,5.0,5.0,4.0,2.9760000000000004,2.3371,1.4054,1.6672,0.5659,0.5319,0.18011092,0.16362548,0.199882,0.16720203,0.23081776,0.14897096,0.16392572,0.17840059,0.16366555,0.18018147,0.19092335,0.1807989
2007-12-08,,30.5,15.0,2,2.1769,0.13519764,0.1554541,8.0,7.0,6.0,5.0,4.0,4.0,2.918,2.4673,1.6638,1.5743,0.9934,0.2393,0.15754938,0.14778903,0.27881104,0.21720248,0.20973888,0.14089328,0.1612834,0.17241624,0.1886531,0.17982018,0.19198972,0.17630425
2007-12-09,,,13.0,2,2.2955,0.13035803,0.15280907,1.0,8.0,6.0,6.0,5.0,4.0,2.8746,2.8960000000000004,1.5273,1.3386,1.2093,0.1135,0.19010626,0.14127514,0.24869634,0.1881662,0.22217777,0.24280627,0.1590846,0.16919693,0.19379622,0.17656444,0.1916163,0.17335588
2007-12-10,,32.5,15.2,2,2.4079,0.12529743,0.15161462,1.0,8.0,6.0,6.0,5.0,4.0,2.9474,3.102,1.4472,1.1828,1.2867,0.2932,0.17691481,0.13375555,0.21633948,0.16923718,0.20827578,0.23886046,0.16272995,0.16617171,0.19109187,0.17332894,0.19042858,0.17763215
2007-12-11,,,5.6,3,2.5212,0.12515335,0.15067095,1.0,8.0,7.0,6.0,5.0,5.0,2.678,3.1458,1.9677,1.2948,1.5587,0.4897,0.15745567,0.17562239,0.18943207,0.14956403,0.18416166,0.2646125,0.16071853,0.1630535,0.18501452,0.1673365,0.18452108,0.18846707
2007-12-12,,,15.5,3,2.3861,0.12365392,0.1488577,2.0,8.0,7.0,6.0,5.0,5.0,2.241,2.9760000000000004,2.3371,1.4054,1.6672,0.5659,0.14655116,0.18011092,0.16362548,0.199882,0.16720203,0.23081776,0.15775266,0.16392572,0.17840059,0.16366555,0.18018147,0.19092335
2007-12-13,,37.8,25.4,3,2.3797,0.11685468,0.14422013,2.0,8.0,7.0,6.0,5.0,4.0,2.1769,2.918,2.4673,1.6638,1.5743,0.9934,0.13519764,0.15754938,0.14778903,0.27881104,0.21720248,0.20973888,0.1554541,0.1612834,0.17241624,0.1886531,0.17982018,0.19198972
2007-12-14,,37.9,15.0,3,2.5575,0.122315325,0.14235704,2.0,1.0,8.0,6.0,6.0,5.0,2.2955,2.8746,2.8960000000000004,1.5273,1.3386,1.2093,0.13035803,0.19010626,0.14127514,0.24869634,0.1881662,0.22217777,0.15280907,0.1590846,0.16919693,0.19379622,0.17656444,0.1916163
2007-12-15,,28.0,10.5,3,2.7546,0.12549604,0.14363775,2.0,1.0,8.0,6.0,6.0,5.0,2.4079,2.9474,3.102,1.4472,1.1828,1.2867,0.12529743,0.17691481,0.13375555,0.21633948,0.16923718,0.20827578,0.15161462,0.16272995,0.16617171,0.19109187,0.17332894,0.19042858
2007-12-16,,,11.2,3,2.8738,0.12641221,0.14379413,3.0,1.0,8.0,7.0,6.0,5.0,2.5212,2.678,3.1458,1.9677,1.2948,1.5587,0.12515335,0.15745567,0.17562239,0.18943207,0.14956403,0.18416166,0.15067095,0.16071853,0.1630535,0.18501452,0.1673365,0.18452108
2007-12-17,,,14.5,3,2.8273,0.12217406,0.14215212,3.0,2.0,8.0,7.0,6.0,5.0,2.3861,2.241,2.9760000000000004,2.3371,1.4054,1.6672,0.12365392,0.14655116,0.18011092,0.16362548,0.199882,0.16720203,0.1488577,0.15775266,0.16392572,0.17840059,0.16366555,0.18018147
2007-12-18,,33.5,11.3,3,2.6854,0.124574274,0.14029035,3.0,2.0,8.0,7.0,6.0,5.0,2.3797,2.1769,2.918,2.4673,1.6638,1.5743,0.11685468,0.13519764,0.15754938,0.14778903,0.27881104,0.21720248,0.14422013,0.1554541,0.1612834,0.17241624,0.1886531,0.17982018
2007-12-19,,,11.3,3,2.6451,0.12390149,0.14076623,3.0,2.0,1.0,8.0,6.0,6.0,2.5575,2.2955,2.8746,2.8960000000000004,1.5273,1.3386,0.122315325,0.13035803,0.19010626,0.14127514,0.24869634,0.1881662,0.14235704,0.15280907,0.1590846,0.16919693,0.19379622,0.17656444
2007-12-20,,,20.0,3,2.7702,0.12401479,0.14276417,3.0,2.0,1.0,8.0,6.0,6.0,2.7546,2.4079,2.9474,3.102,1.4472,1.1828,0.12549604,0.12529743,0.17691481,0.13375555,0.21633948,0.16923718,0.14363775,0.15161462,0.16272995,0.16617171,0.19109187,0.17332894
2007-12-21,7.1,,18.0,3,2.6907,0.13490671,0.14265901,3.0,3.0,1.0,8.0,7.0,6.0,2.8738,2.5212,2.678,3.1458,1.9677,1.2948,0.12641221,0.12515335,0.15745567,0.17562239,0.18943207,0.14956403,0.14379413,0.15067095,0.16071853,0.1630535,0.18501452,0.1673365
2007-12-22,0.0,,6.0,4,2.7098,0.13408846,0.14207527,3.0,3.0,2.0,8.0,7.0,6.0,2.8273,2.3861,2.241,2.9760000000000004,2.3371,1.4054,0.12217406,0.12365392,0.14655116,0.18011092,0.16362548,0.199882,0.14215212,0.1488577,0.15775266,0.16392572,0.17840059,0.16366555
2007-12-23,,,12.5,4,2.6665,0.12624156,0.1395947,3.0,3.0,2.0,8.0,7.0,6.0,2.6854,2.3797,2.1769,2.918,2.4673,1.6638,0.124574274,0.11685468,0.13519764,0.15754938,0.14778903,0.27881104,0.14029035,0.14422013,0.1554541,0.1612834,0.17241624,0.1886531
2007-12-24,,32.4,11.8,4,2.6639,0.12335318,0.13932374,3.0,3.0,2.0,1.0,8.0,6.0,2.6451,2.5575,2.2955,2.8746,2.8960000000000004,1.5273,0.12390149,0.122315325,0.13035803,0.19010626,0.14127514,0.24869634,0.14076623,0.14235704,0.15280907,0.1590846,0.16919693,0.19379622
2007-12-25,,,10.6,4,2.1069,0.12285104,0.13985625,3.0,3.0,2.0,1.0,8.0,6.0,2.7702,2.7546,2.4079,2.9474,3.102,1.4472,0.12401479,0.12549604,0.12529743,0.17691481,0.13375555,0.21633948,0.14276417,0.14363775,0.15161462,0.16272995,0.16617171,0.19109187
2007-12-26,,,18.7,4,1.7616,0.12572263,0.14109248,3.0,3.0,3.0,1.0,8.0,7.0,2.6907,2.8738,2.5212,2.678,3.1458,1.9677,0.13490671,0.12641221,0.12515335,0.15745567,0.17562239,0.18943207,0.14265901,0.14379413,0.15067095,0.16071853,0.1630535,0.18501452
2007-12-27,,33.6,18.6,4,1.7199,0.12472534,0.14124887,4.0,3.0,3.0,2.0,8.0,7.0,2.7098,2.8273,2.3861,2.241,2.9760000000000004,2.3371,0.13408846,0.12217406,0.12365392,0.14655116,0.18011092,0.16362548,0.14207527,0.14215212,0.1488577,0.15775266,0.16392572,0.17840059
2007-12-28,,,18.3,5,1.916,0.12478268,0.14199573,4.0,3.0,3.0,2.0,8.0,7.0,2.6665,2.6854,2.3797,2.1769,2.918,2.4673,0.12624156,0.124574274,0.11685468,0.13519764,0.15754938,0.14778903,0.1395947,0.14029035,0.14422013,0.1554541,0.1612834,0.17241624
2007-12-29,,,,5,1.933,0.11997944,0.14132705,4.0,3.0,3.0,2.0,1.0,8.0,2.6639,2.6451,2.5575,2.2955,2.8746,2.8960000000000004,0.12335318,0.12390149,0.122315325,0.13035803,0.19010626,0.14127514,0.13932374,0.14076623,0.14235704,0.15280907,0.1590846,0.16919693
2007-12-30,,37.1,19.5,5,1.6639,0.12220063,0.14175037,4.0,3.0,3.0,2.0,1.0,8.0,2.1069,2.7702,2.7546,2.4079,2.9474,3.102,0.12285104,0.12401479,0.12549604,0.12529743,0.17691481,0.13375555,0.13985625,0.14276417,0.14363775,0.15161462,0.16272995,0.16617171
2007-12-31,,33.0,18.0,5,1.6840000000000002,0.1239015,0.14191753,4.0,3.0,3.0,3.0,1.0,8.0,1.7616,2.6907,2.8738,2.5212,2.678,3.1458,0.12572263,0.13490671,0.12641221,0.12515335,0.15745567,0.17562239,0.14109248,0.14265901,0.14379413,0.15067095,0.16071853,0.1630535
2008-01-01,,,15.0,5,1.7193,0.12440363,0.14395995,4.0,4.0,3.0,3.0,2.0,8.0,1.7199,2.7098,2.8273,2.3861,2.241,2.9760000000000004,0.12472534,0.13408846,0.12217406,0.12365392,0.14655116,0.18011092,0.14124887,0.14207527,0.14215212,0.1488577,0.15775266,0.16392572
2008-01-02,,37.4,25.0,5,1.882,0.120113716,0.14209414,5.0,4.0,3.0,3.0,2.0,8.0,1.916,2.6665,2.6854,2.3797,2.1769,2.918,0.12478268,0.12624156,0.124574274,0.11685468,0.13519764,0.15754938,0.14199573,0.1395947,0.14029035,0.14422013,0.1554541,0.1612834
2008-01-03,,36.5,18.8,5,2.113,0.12928101,0.14050604,5.0,4.0,3.0,3.0,2.0,1.0,1.933,2.6639,2.6451,2.5575,2.2955,2.8746,0.11997944,0.12335318,0.12390149,0.122315325,0.13035803,0.19010626,0.14132705,0.13932374,0.14076623,0.14235704,0.15280907,0.1590846
