,SESA_Avg_GPCP_Precip,MJOPhase_OLR,MJOAmplitude_OLR,SESA_Avg_ERA5_Soil_Moisture_Lev1,SESA_Avg_ERA5_Soil_Moisture_Lev2,Year,Month,Day,MJOPhase_OLR_lag5,MJOPhase_OLR_lag10,MJOPhase_OLR_lag15,MJOPhase_OLR_lag20,MJOPhase_OLR_lag25,MJOPhase_OLR_lag30,MJOAmplitude_OLR_lag5,MJOAmplitude_OLR_lag10,MJOAmplitude_OLR_lag15,MJOAmplitude_OLR_lag20,MJOAmplitude_OLR_lag25,MJOAmplitude_OLR_lag30,SESA_Avg_ERA5_Soil_Moisture_Lev1_lag5,SESA_Avg_ERA5_Soil_Moisture_Lev1_lag10,SESA_Avg_ERA5_Soil_Moisture_Lev1_lag15,SESA_Avg_ERA5_Soil_Moisture_Lev1_lag20,SESA_Avg_ERA5_Soil_Moisture_Lev1_lag25,SESA_Avg_ERA5_Soil_Moisture_Lev1_lag30,SESA_Avg_ERA5_Soil_Moisture_Lev2_lag5,SESA_Avg_ERA5_Soil_Moisture_Lev2_lag10,SESA_Avg_ERA5_Soil_Moisture_Lev2_lag15,SESA_Avg_ERA5_Soil_Moisture_Lev2_lag20,SESA_Avg_ERA5_Soil_Moisture_Lev2_lag25,SESA_Avg_ERA5_Soil_Moisture_Lev2_lag30
1996-10-01,0.8020935038673795,4,0.4059,0.46088803,0.4681496,1996,10,1,6.0,6.0,5.0,5.0,5.0,1.0,0.6244,1.3798,1.0795,1.8319,0.5766,0.108,0.49262083,0.391118,0.4321003,0.45861414,0.44931588,0.49375886,0.49150455,0.41223976,0.42957482,0.4695975,0.46100634,0.4897663
1996-10-02,1.569397592684254,3,0.4302,0.47787523,0.4787131,1996,10,2,5.0,6.0,5.0,5.0,5.0,5.0,0.0353,1.0692,1.2913,2.119,0.8674,0.0653,0.49229175,0.38430047,0.450946,0.44797358,0.43820378,0.47293913,0.49129355,0.4074367,0.4426329,0.46062636,0.45194194,0.47670373
1996-10-03,17.859299416990122,2,0.4495,0.49120334,0.49037477,1996,10,3,4.0,6.0,5.0,5.0,5.0,5.0,0.2783,0.9147,1.2725,2.2432,1.2157,0.2746,0.49614793,0.42567164,0.43510702,0.43627244,0.50119406,0.4906127,0.4938801,0.41325206,0.43834168,0.45167318,0.47837004,0.4763915
1996-10-04,20.841913155487013,2,0.3561,0.476827,0.48378742,1996,10,4,4.0,6.0,5.0,5.0,5.0,5.0,0.6957,0.8338,1.3071,1.8349,1.4513,0.2632,0.48456654,0.45785114,0.41910723,0.425025,0.48369768,0.47872788,0.48517594,0.41878498,0.430604,0.44240466,0.49191314,0.4842516
1996-10-05,15.586548693892029,1,0.5695,0.46441096,0.47244823,1996,10,5,4.0,6.0,5.0,5.0,5.0,5.0,0.6552,0.9839,1.4173,1.3773,1.6767,0.3715,0.4737721,0.49082917,0.4062611,0.4143556,0.4682325,0.46264297,0.47963604,0.48034585,0.42227852,0.43305776,0.4789594,0.47161672
1996-10-06,1.6356466182818015,1,0.7149,0.4758741,0.4772535,1996,10,6,4.0,6.0,6.0,5.0,5.0,5.0,0.4059,0.6244,1.3798,1.0795,1.8319,0.5766,0.46088803,0.49262083,0.391118,0.4321003,0.45861414,0.44931588,0.4681496,0.49150455,0.41223976,0.42957482,0.4695975,0.46100634
1996-10-07,20.576394287921076,1,1.0146,0.45632905,0.46663764,1996,10,7,3.0,5.0,6.0,5.0,5.0,5.0,0.4302,0.0353,1.0692,1.2913,2.119,0.8674,0.47787523,0.49229175,0.38430047,0.450946,0.44797358,0.43820378,0.4787131,0.49129355,0.4074367,0.4426329,0.46062636,0.45194194
1996-10-08,26.743523915608723,1,0.8661,0.43871662,0.4549858,1996,10,8,2.0,4.0,6.0,5.0,5.0,5.0,0.4495,0.2783,0.9147,1.2725,2.2432,1.2157,0.49120334,0.49614793,0.42567164,0.43510702,0.43627244,0.50119406,0.49037477,0.4938801,0.41325206,0.43834168,0.45167318,0.47837004
1996-10-09,32.6686560842726,8,0.6018,0.43050972,0.44524,1996,10,9,2.0,4.0,6.0,5.0,5.0,5.0,0.3561,0.6957,0.8338,1.3071,1.8349,1.4513,0.476827,0.48456654,0.45785114,0.41910723,0.425025,0.48369768,0.48378742,0.48517594,0.41878498,0.430604,0.44240466,0.49191314
1996-10-10,5.279041531237049,7,0.3421,0.48923624,0.4758342,1996,10,10,1.0,4.0,6.0,5.0,5.0,5.0,0.5695,0.6552,0.9839,1.4173,1.3773,1.6767,0.46441096,0.4737721,0.49082917,0.4062611,0.4143556,0.4682325,0.47244823,0.47963604,0.48034585,0.42227852,0.43305776,0.4789594
1996-10-11,0.5739261207765796,7,0.1631,0.4915631,0.4955544,1996,10,11,1.0,4.0,6.0,6.0,5.0,5.0,0.7149,0.4059,0.6244,1.3798,1.0795,1.8319,0.4758741,0.46088803,0.49262083,0.391118,0.4321003,0.45861414,0.4772535,0.4681496,0.49150455,0.41223976,0.42957482,0.4695975
1996-10-12,18.256447538733482,8,0.2239,0.49606758,0.5002652,1996,10,12,1.0,3.0,5.0,6.0,5.0,5.0,1.0146,0.4302,0.0353,1.0692,1.2913,2.119,0.45632905,0.47787523,0.49229175,0.38430047,0.450946,0.44797358,0.46663764,0.4787131,0.49129355,0.4074367,0.4426329,0.46062636
1996-10-13,8.168627695904839,8,0.3696,0.5004286,0.49978924,1996,10,13,1.0,2.0,4.0,6.0,5.0,5.0,0.8661,0.4495,0.2783,0.9147,1.2725,2.2432,0.43871662,0.49120334,0.49614793,0.42567164,0.43510702,0.43627244,0.4549858,0.49037477,0.4938801,0.41325206,0.43834168,0.45167318
1996-10-14,2.9077837835842124,8,0.5272,0.49602538,0.49376407,1996,10,14,8.0,2.0,4.0,6.0,5.0,5.0,0.6018,0.3561,0.6957,0.8338,1.3071,1.8349,0.43050972,0.476827,0.48456654,0.45785114,0.41910723,0.425025,0.44524,0.48378742,0.48517594,0.41878498,0.430604,0.44240466
1996-10-15,1.167915257702892,8,0.6452,0.4793497,0.48371133,1996,10,15,7.0,1.0,4.0,6.0,5.0,5.0,0.3421,0.5695,0.6552,0.9839,1.4173,1.3773,0.48923624,0.46441096,0.4737721,0.49082917,0.4062611,0.4143556,0.4758342,0.47244823,0.47963604,0.48034585,0.42227852,0.43305776
1996-10-16,17.057525787088608,1,0.747,0.4598017,0.46898383,1996,10,16,7.0,1.0,4.0,6.0,6.0,5.0,0.1631,0.7149,0.4059,0.6244,1.3798,1.0795,0.4915631,0.4758741,0.46088803,0.49262083,0.391118,0.4321003,0.4955544,0.4772535,0.4681496,0.49150455,0.41223976,0.42957482
1996-10-17,1.4768387283871158,1,0.5885,0.44087243,0.45634332,1996,10,17,8.0,1.0,3.0,5.0,6.0,5.0,0.2239,1.0146,0.4302,0.0353,1.0692,1.2913,0.49606758,0.45632905,0.47787523,0.49229175,0.38430047,0.450946,0.5002652,0.46663764,0.4787131,0.49129355,0.4074367,0.4426329
1996-10-18,1.964403925748128,2,0.5204,0.43519464,0.44761613,1996,10,18,8.0,1.0,2.0,4.0,6.0,5.0,0.3696,0.8661,0.4495,0.2783,0.9147,1.2725,0.5004286,0.43871662,0.49120334,0.49614793,0.42567164,0.43510702,0.49978924,0.4549858,0.49037477,0.4938801,0.41325206,0.43834168
1996-10-19,0.03170279955116308,3,0.636,0.49333465,0.48927733,1996,10,19,8.0,8.0,2.0,4.0,6.0,5.0,0.5272,0.6018,0.3561,0.6957,0.8338,1.3071,0.49602538,0.43050972,0.476827,0.48456654,0.45785114,0.41910723,0.49376407,0.44524,0.48378742,0.48517594,0.41878498,0.430604
1996-10-20,0.08756159411536323,4,0.7787,0.49982038,0.49897957,1996,10,20,8.0,7.0,1.0,4.0,6.0,5.0,0.6452,0.3421,0.5695,0.6552,0.9839,1.4173,0.4793497,0.48923624,0.46441096,0.4737721,0.49082917,0.4062611,0.48371133,0.4758342,0.47244823,0.47963604,0.48034585,0.42227852
1996-10-21,2.9980393521901636,4,0.8093,0.4833473,0.48809317,1996,10,21,1.0,7.0,1.0,4.0,6.0,6.0,0.747,0.1631,0.7149,0.4059,0.6244,1.3798,0.4598017,0.4915631,0.4758741,0.46088803,0.49262083,0.391118,0.46898383,0.4955544,0.4772535,0.4681496,0.49150455,0.41223976
1996-10-22,17.89023155305121,5,0.7487,0.50108284,0.5028838,1996,10,22,1.0,8.0,1.0,3.0,5.0,6.0,0.5885,0.2239,1.0146,0.4302,0.0353,1.0692,0.44087243,0.49606758,0.45632905,0.47787523,0.49229175,0.38430047,0.45634332,0.5002652,0.46663764,0.4787131,0.49129355,0.4074367
1996-10-23,0.051842303946614265,5,0.8315,0.48417813,0.49113715,1996,10,23,2.0,8.0,1.0,2.0,4.0,6.0,0.5204,0.3696,0.8661,0.4495,0.2783,0.9147,0.43519464,0.5004286,0.43871662,0.49120334,0.49614793,0.42567164,0.44761613,0.49978924,0.4549858,0.49037477,0.4938801,0.41325206
1996-10-24,0.0,4,0.8864,0.4800245,0.47892353,1996,10,24,3.0,8.0,8.0,2.0,4.0,6.0,0.636,0.5272,0.6018,0.3561,0.6957,0.8338,0.49333465,0.49602538,0.43050972,0.476827,0.48456654,0.45785114,0.48927733,0.49376407,0.44524,0.48378742,0.48517594,0.41878498
1996-10-25,1.016733772949212,4,0.946,0.49609986,0.4990963,1996,10,25,4.0,8.0,7.0,1.0,4.0,6.0,0.7787,0.6452,0.3421,0.5695,0.6552,0.9839,0.49982038,0.4793497,0.48923624,0.46441096,0.4737721,0.49082917,0.49897957,0.48371133,0.4758342,0.47244823,0.47963604,0.48034585
1996-10-26,12.737777282923666,4,1.1528,0.48439494,0.49052995,1996,10,26,4.0,1.0,7.0,1.0,4.0,6.0,0.8093,0.747,0.1631,0.7149,0.4059,0.6244,0.4833473,0.4598017,0.4915631,0.4758741,0.46088803,0.49262083,0.48809317,0.46898383,0.4955544,0.4772535,0.4681496,0.49150455
1996-10-27,0.0,4,1.1761,0.46992669,0.47892827,1996,10,27,5.0,1.0,8.0,1.0,3.0,5.0,0.7487,0.5885,0.2239,1.0146,0.4302,0.0353,0.50108284,0.44087243,0.49606758,0.45632905,0.47787523,0.49229175,0.5028838,0.45634332,0.5002652,0.46663764,0.4787131,0.49129355
1996-10-28,0.1819816434548961,5,1.0371,0.45357993,0.4665859,1996,10,28,5.0,2.0,8.0,1.0,2.0,4.0,0.8315,0.5204,0.3696,0.8661,0.4495,0.2783,0.48417813,0.43519464,0.5004286,0.43871662,0.49120334,0.49614793,0.49113715,0.44761613,0.49978924,0.4549858,0.49037477,0.4938801
1996-10-29,4.261703270306397,5,1.2205,0.43771368,0.45476127,1996,10,29,4.0,3.0,8.0,8.0,2.0,4.0,0.8864,0.636,0.5272,0.6018,0.3561,0.6957,0.4800245,0.49333465,0.49602538,0.43050972,0.476827,0.48456654,0.47892353,0.48927733,0.49376407,0.44524,0.48378742,0.48517594
1996-10-30,0.6751074864942994,5,1.4061,0.4220908,0.4442522,1996,10,30,4.0,4.0,8.0,7.0,1.0,4.0,0.946,0.7787,0.6452,0.3421,0.5695,0.6552,0.49609986,0.49982038,0.4793497,0.48923624,0.46441096,0.4737721,0.4990963,0.49897957,0.48371133,0.4758342,0.47244823,0.47963604
1996-10-31,16.758351519962567,5,1.5036,0.4268743,0.43741614,1996,10,31,4.0,4.0,1.0,7.0,1.0,4.0,1.1528,0.8093,0.747,0.1631,0.7149,0.4059,0.48439494,0.4833473,0.4598017,0.4915631,0.4758741,0.46088803,0.49052995,0.48809317,0.46898383,0.4955544,0.4772535,0.4681496
1996-11-01,0.0026208174725373587,5,1.5754,0.45532534,0.445367,1996,11,1,4.0,5.0,1.0,8.0,1.0,3.0,1.1761,0.7487,0.5885,0.2239,1.0146,0.4302,0.46992669,0.50108284,0.44087243,0.49606758,0.45632905,0.47787523,0.47892827,0.5028838,0.45634332,0.5002652,0.46663764,0.4787131
1996-11-02,0.3895602147612307,5,1.6441,0.4647333,0.45739743,1996,11,2,5.0,5.0,2.0,8.0,1.0,2.0,1.0371,0.8315,0.5204,0.3696,0.8661,0.4495,0.45357993,0.48417813,0.43519464,0.5004286,0.43871662,0.49120334,0.4665859,0.49113715,0.44761613,0.49978924,0.4549858,0.49037477
1996-11-03,30.928359025054508,5,1.9187,0.48279363,0.4749114,1996,11,3,5.0,4.0,3.0,8.0,8.0,2.0,1.2205,0.8864,0.636,0.5272,0.6018,0.3561,0.43771368,0.4800245,0.49333465,0.49602538,0.43050972,0.476827,0.45476127,0.47892353,0.48927733,0.49376407,0.44524,0.48378742
1996-11-04,0.0,5,2.1526,0.4704255,0.4739672,1996,11,4,5.0,4.0,4.0,8.0,7.0,1.0,1.4061,0.946,0.7787,0.6452,0.3421,0.5695,0.4220908,0.49609986,0.49982038,0.4793497,0.48923624,0.46441096,0.4442522,0.4990963,0.49897957,0.48371133,0.4758342,0.47244823
1996-11-05,4.333778975221018,5,2.3408,0.448812,0.46098763,1996,11,5,5.0,4.0,4.0,1.0,7.0,1.0,1.5036,1.1528,0.8093,0.747,0.1631,0.7149,0.4268743,0.48439494,0.4833473,0.4598017,0.4915631,0.4758741,0.43741614,0.49052995,0.48809317,0.46898383,0.4955544,0.4772535
1996-11-06,0.0,5,2.5426,0.42722479,0.4469252,1996,11,6,5.0,4.0,5.0,1.0,8.0,1.0,1.5754,1.1761,0.7487,0.5885,0.2239,1.0146,0.45532534,0.46992669,0.50108284,0.44087243,0.49606758,0.45632905,0.445367,0.47892827,0.5028838,0.45634332,0.5002652,0.46663764
1996-11-07,0.0,5,2.3411,0.41366407,0.4368568,1996,11,7,5.0,5.0,5.0,2.0,8.0,1.0,1.6441,1.0371,0.8315,0.5204,0.3696,0.8661,0.4647333,0.45357993,0.48417813,0.43519464,0.5004286,0.43871662,0.45739743,0.4665859,0.49113715,0.44761613,0.49978924,0.4549858
1996-11-08,0.6023865389482429,6,2.229,0.43032613,0.4331845,1996,11,8,5.0,5.0,4.0,3.0,8.0,8.0,1.9187,1.2205,0.8864,0.636,0.5272,0.6018,0.48279363,0.43771368,0.4800245,0.49333465,0.49602538,0.43050972,0.4749114,0.45476127,0.47892353,0.48927733,0.49376407,0.44524
1996-11-09,0.004139739657855696,6,2.5169,0.45216173,0.44160417,1996,11,9,5.0,5.0,4.0,4.0,8.0,7.0,2.1526,1.4061,0.946,0.7787,0.6452,0.3421,0.4704255,0.4220908,0.49609986,0.49982038,0.4793497,0.48923624,0.4739672,0.4442522,0.4990963,0.49897957,0.48371133,0.4758342
1996-11-10,0.674591969504642,6,2.5423,0.4972766,0.48795116,1996,11,10,5.0,5.0,4.0,4.0,1.0,7.0,2.3408,1.5036,1.1528,0.8093,0.747,0.1631,0.448812,0.4268743,0.48439494,0.4833473,0.4598017,0.4915631,0.46098763,0.43741614,0.49052995,0.48809317,0.46898383,0.4955544
1996-11-11,19.760980892383184,7,2.4694,0.479518,0.48460758,1996,11,11,5.0,5.0,4.0,5.0,1.0,8.0,2.5426,1.5754,1.1761,0.7487,0.5885,0.2239,0.42722479,0.45532534,0.46992669,0.50108284,0.44087243,0.49606758,0.4469252,0.445367,0.47892827,0.5028838,0.45634332,0.5002652
1996-11-12,6.19991524103615,7,2.5546,0.4682148,0.4750216,1996,11,12,5.0,5.0,5.0,5.0,2.0,8.0,2.3411,1.6441,1.0371,0.8315,0.5204,0.3696,0.41366407,0.4647333,0.45357993,0.48417813,0.43519464,0.5004286,0.4368568,0.45739743,0.4665859,0.49113715,0.44761613,0.49978924
1996-11-13,8.445696911334785,7,2.5381,0.4758354,0.4764589,1996,11,13,6.0,5.0,5.0,4.0,3.0,8.0,2.229,1.9187,1.2205,0.8864,0.636,0.5272,0.43032613,0.48279363,0.43771368,0.4800245,0.49333465,0.49602538,0.4331845,0.4749114,0.45476127,0.47892353,0.48927733,0.49376407
1996-11-14,2.293363989615399,8,2.8582,0.48094925,0.48271585,1996,11,14,6.0,5.0,5.0,4.0,4.0,8.0,2.5169,2.1526,1.4061,0.946,0.7787,0.6452,0.45216173,0.4704255,0.4220908,0.49609986,0.49982038,0.4793497,0.44160417,0.4739672,0.4442522,0.4990963,0.49897957,0.48371133
1996-11-15,23.270471930503845,8,3.0459,0.47379762,0.47933742,1996,11,15,6.0,5.0,5.0,4.0,4.0,1.0,2.5423,2.3408,1.5036,1.1528,0.8093,0.747,0.4972766,0.448812,0.4268743,0.48439494,0.4833473,0.4598017,0.48795116,0.46098763,0.43741614,0.49052995,0.48809317,0.46898383
1996-11-16,4.268204437154862,8,2.9878,0.48734948,0.48475906,1996,11,16,7.0,5.0,5.0,4.0,5.0,1.0,2.4694,2.5426,1.5754,1.1761,0.7487,0.5885,0.479518,0.42722479,0.45532534,0.46992669,0.50108284,0.44087243,0.48460758,0.4469252,0.445367,0.47892827,0.5028838,0.45634332
1996-11-17,7.657302166335285,8,2.7013,0.47220916,0.47602224,1996,11,17,7.0,5.0,5.0,5.0,5.0,2.0,2.5546,2.3411,1.6441,1.0371,0.8315,0.5204,0.4682148,0.41366407,0.4647333,0.45357993,0.48417813,0.43519464,0.4750216,0.4368568,0.45739743,0.4665859,0.49113715,0.44761613
1996-11-18,9.310191077490648,8,2.4105,0.45089898,0.4619544,1996,11,18,7.0,6.0,5.0,5.0,4.0,3.0,2.5381,2.229,1.9187,1.2205,0.8864,0.636,0.4758354,0.43032613,0.48279363,0.43771368,0.4800245,0.49333465,0.4764589,0.4331845,0.4749114,0.45476127,0.47892353,0.48927733
1996-11-19,13.903618994065457,1,2.2499,0.43335277,0.44969052,1996,11,19,8.0,6.0,5.0,5.0,4.0,4.0,2.8582,2.5169,2.1526,1.4061,0.946,0.7787,0.48094925,0.45216173,0.4704255,0.4220908,0.49609986,0.49982038,0.48271585,0.44160417,0.4739672,0.4442522,0.4990963,0.49897957
1996-11-20,14.293656958422313,1,1.9916,0.4445304,0.4471274,1996,11,20,8.0,6.0,5.0,5.0,4.0,4.0,3.0459,2.5423,2.3408,1.5036,1.1528,0.8093,0.47379762,0.4972766,0.448812,0.4268743,0.48439494,0.4833473,0.47933742,0.48795116,0.46098763,0.43741614,0.49052995,0.48809317
1996-11-21,0.011140788387921121,1,1.5806,0.43984938,0.44356015,1996,11,21,8.0,7.0,5.0,5.0,4.0,5.0,2.9878,2.4694,2.5426,1.5754,1.1761,0.7487,0.48734948,0.479518,0.42722479,0.45532534,0.46992669,0.50108284,0.48475906,0.48460758,0.4469252,0.445367,0.47892827,0.5028838
1996-11-22,0.2717946447082795,1,1.0751,0.4201811,0.43317065,1996,11,22,8.0,7.0,5.0,5.0,5.0,5.0,2.7013,2.5546,2.3411,1.6441,1.0371,0.8315,0.47220916,0.4682148,0.41366407,0.4647333,0.45357993,0.48417813,0.47602224,0.4750216,0.4368568,0.45739743,0.4665859,0.49113715
1996-11-23,0.0,2,0.759,0.40398237,0.42367402,1996,11,23,8.0,7.0,6.0,5.0,5.0,4.0,2.4105,2.5381,2.229,1.9187,1.2205,0.8864,0.45089898,0.4758354,0.43032613,0.48279363,0.43771368,0.4800245,0.4619544,0.4764589,0.4331845,0.4749114,0.45476127,0.47892353
1996-11-24,6.994099368651708,2,0.5887,0.41214597,0.41655934,1996,11,24,1.0,8.0,6.0,5.0,5.0,4.0,2.2499,2.8582,2.5169,2.1526,1.4061,0.946,0.43335277,0.48094925,0.45216173,0.4704255,0.4220908,0.49609986,0.44969052,0.48271585,0.44160417,0.4739672,0.4442522,0.4990963
1996-11-25,20.085239391240368,2,0.6023,0.39705288,0.40949082,1996,11,25,1.0,8.0,6.0,5.0,5.0,4.0,1.9916,3.0459,2.5423,2.3408,1.5036,1.1528,0.4445304,0.47379762,0.4972766,0.448812,0.4268743,0.48439494,0.4471274,0.47933742,0.48795116,0.46098763,0.43741614,0.49052995
1996-11-26,5.755341809010133,2,0.5844,0.3789016,0.39998835,1996,11,26,1.0,8.0,7.0,5.0,5.0,4.0,1.5806,2.9878,2.4694,2.5426,1.5754,1.1761,0.43984938,0.48734948,0.479518,0.42722479,0.45532534,0.46992669,0.44356015,0.48475906,0.48460758,0.4469252,0.445367,0.47892827
1996-11-27,7.386411288452412,3,0.4511,0.36036506,0.38917726,1996,11,27,1.0,8.0,7.0,5.0,5.0,5.0,1.0751,2.7013,2.5546,2.3411,1.6441,1.0371,0.4201811,0.47220916,0.4682148,0.41366407,0.4647333,0.45357993,0.43317065,0.47602224,0.4750216,0.4368568,0.45739743,0.4665859
1996-11-28,1.4583285636165075,3,0.3627,0.3443874,0.37915343,1996,11,28,2.0,8.0,7.0,6.0,5.0,5.0,0.759,2.4105,2.5381,2.229,1.9187,1.2205,0.40398237,0.45089898,0.4758354,0.43032613,0.48279363,0.43771368,0.42367402,0.4619544,0.4764589,0.4331845,0.4749114,0.45476127
1996-11-29,0.44270963139004177,3,0.3527,0.32950577,0.3695187,1996,11,29,2.0,1.0,8.0,6.0,5.0,5.0,0.5887,2.2499,2.8582,2.5169,2.1526,1.4061,0.41214597,0.43335277,0.48094925,0.45216173,0.4704255,0.4220908,0.41655934,0.44969052,0.48271585,0.44160417,0.4739672,0.4442522
1996-11-30,0.9404261448265364,3,0.4394,0.32293287,0.35960233,1996,11,30,2.0,1.0,8.0,6.0,5.0,5.0,0.6023,1.9916,3.0459,2.5423,2.3408,1.5036,0.39705288,0.4445304,0.47379762,0.4972766,0.448812,0.4268743,0.40949082,0.4471274,0.47933742,0.48795116,0.46098763,0.43741614
1996-12-01,24.67360040379895,1,0.933,0.35779896,0.35882562,1996,12,1,2.0,1.0,8.0,7.0,5.0,5.0,0.5844,1.5806,2.9878,2.4694,2.5426,1.5754,0.3789016,0.43984938,0.48734948,0.479518,0.42722479,0.45532534,0.39998835,0.44356015,0.48475906,0.48460758,0.4469252,0.445367
1996-12-02,0.000335488287318084,2,1.1991,0.3526955,0.35620007,1996,12,2,3.0,1.0,8.0,7.0,5.0,5.0,0.4511,1.0751,2.7013,2.5546,2.3411,1.6441,0.36036506,0.4201811,0.47220916,0.4682148,0.41366407,0.4647333,0.38917726,0.43317065,0.47602224,0.4750216,0.4368568,0.45739743
1996-12-03,6.3752869532391845,2,1.2627,0.35194102,0.34960836,1996,12,3,3.0,2.0,8.0,7.0,6.0,5.0,0.3627,0.759,2.4105,2.5381,2.229,1.9187,0.3443874,0.40398237,0.45089898,0.4758354,0.43032613,0.48279363,0.37915343,0.42367402,0.4619544,0.4764589,0.4331845,0.4749114
1996-12-04,0.0,2,1.1526,0.35074154,0.34445605,1996,12,4,3.0,2.0,1.0,8.0,6.0,5.0,0.3527,0.5887,2.2499,2.8582,2.5169,2.1526,0.32950577,0.41214597,0.43335277,0.48094925,0.45216173,0.4704255,0.3695187,0.41655934,0.44969052,0.48271585,0.44160417,0.4739672
1996-12-05,0.4484698696889811,3,1.3145,0.38004932,0.34379864,1996,12,5,3.0,2.0,1.0,8.0,6.0,5.0,0.4394,0.6023,1.9916,3.0459,2.5423,2.3408,0.32293287,0.39705288,0.4445304,0.47379762,0.4972766,0.448812,0.35960233,0.40949082,0.4471274,0.47933742,0.48795116,0.46098763
1996-12-06,0.0004918634270628294,3,1.3432,0.45417374,0.37236333,1996,12,6,1.0,2.0,1.0,8.0,7.0,5.0,0.933,0.5844,1.5806,2.9878,2.4694,2.5426,0.35779896,0.3789016,0.43984938,0.48734948,0.479518,0.42722479,0.35882562,0.39998835,0.44356015,0.48475906,0.48460758,0.4469252
1996-12-07,0.0,3,1.34,0.48773572,0.438834,1996,12,7,2.0,3.0,1.0,8.0,7.0,5.0,1.1991,0.4511,1.0751,2.7013,2.5546,2.3411,0.3526955,0.36036506,0.4201811,0.47220916,0.4682148,0.41366407,0.35620007,0.38917726,0.43317065,0.47602224,0.4750216,0.4368568
1996-12-08,0.0,3,1.5948,0.44992632,0.43736285,1996,12,8,2.0,3.0,2.0,8.0,7.0,6.0,1.2627,0.3627,0.759,2.4105,2.5381,2.229,0.35194102,0.3443874,0.40398237,0.45089898,0.4758354,0.43032613,0.34960836,0.37915343,0.42367402,0.4619544,0.4764589,0.4331845
1996-12-09,0.11657941742386255,3,1.8399,0.42040345,0.42379323,1996,12,9,2.0,3.0,2.0,1.0,8.0,6.0,1.1526,0.3527,0.5887,2.2499,2.8582,2.5169,0.35074154,0.32950577,0.41214597,0.43335277,0.48094925,0.45216173,0.34445605,0.3695187,0.41655934,0.44969052,0.48271585,0.44160417
1996-12-10,0.0,3,2.0358,0.42369002,0.41645002,1996,12,10,3.0,3.0,2.0,1.0,8.0,6.0,1.3145,0.4394,0.6023,1.9916,3.0459,2.5423,0.38004932,0.32293287,0.39705288,0.4445304,0.47379762,0.4972766,0.34379864,0.35960233,0.40949082,0.4471274,0.47933742,0.48795116
1996-12-11,26.691786693719525,3,2.0031,0.49339816,0.47217476,1996,12,11,3.0,1.0,2.0,1.0,8.0,7.0,1.3432,0.933,0.5844,1.5806,2.9878,2.4694,0.45417374,0.35779896,0.3789016,0.43984938,0.48734948,0.479518,0.37236333,0.35882562,0.39998835,0.44356015,0.48475906,0.48460758
1996-12-12,23.016426462266182,3,1.7995,0.4930038,0.48763928,1996,12,12,3.0,2.0,3.0,1.0,8.0,7.0,1.34,1.1991,0.4511,1.0751,2.7013,2.5546,0.48773572,0.3526955,0.36036506,0.4201811,0.47220916,0.4682148,0.438834,0.35620007,0.38917726,0.43317065,0.47602224,0.4750216
1996-12-13,0.8561968188732862,4,1.5706,0.4862581,0.48374093,1996,12,13,3.0,2.0,3.0,2.0,8.0,7.0,1.5948,1.2627,0.3627,0.759,2.4105,2.5381,0.44992632,0.35194102,0.3443874,0.40398237,0.45089898,0.4758354,0.43736285,0.34960836,0.37915343,0.42367402,0.4619544,0.4764589
1996-12-14,2.638470807293844,4,1.7182,0.47219384,0.47496808,1996,12,14,3.0,2.0,3.0,2.0,1.0,8.0,1.8399,1.1526,0.3527,0.5887,2.2499,2.8582,0.42040345,0.35074154,0.32950577,0.41214597,0.43335277,0.48094925,0.42379323,0.34445605,0.3695187,0.41655934,0.44969052,0.48271585
1996-12-15,0.0,5,1.7867,0.4528497,0.46177214,1996,12,15,3.0,3.0,3.0,2.0,1.0,8.0,2.0358,1.3145,0.4394,0.6023,1.9916,3.0459,0.42369002,0.38004932,0.32293287,0.39705288,0.4445304,0.47379762,0.41645002,0.34379864,0.35960233,0.40949082,0.4471274,0.47933742
1996-12-16,0.0,5,1.7417,0.45572767,0.45415655,1996,12,16,3.0,3.0,1.0,2.0,1.0,8.0,2.0031,1.3432,0.933,0.5844,1.5806,2.9878,0.49339816,0.45417374,0.35779896,0.3789016,0.43984938,0.48734948,0.47217476,0.37236333,0.35882562,0.39998835,0.44356015,0.48475906
1996-12-17,14.601674980173508,5,1.4519,0.48641586,0.48070028,1996,12,17,3.0,3.0,2.0,3.0,1.0,8.0,1.7995,1.34,1.1991,0.4511,1.0751,2.7013,0.4930038,0.48773572,0.3526955,0.36036506,0.4201811,0.47220916,0.48763928,0.438834,0.35620007,0.38917726,0.43317065,0.47602224
1996-12-18,0.0,5,1.1844,0.47016907,0.4723707,1996,12,18,4.0,3.0,2.0,3.0,2.0,8.0,1.5706,1.5948,1.2627,0.3627,0.759,2.4105,0.4862581,0.44992632,0.35194102,0.3443874,0.40398237,0.45089898,0.48374093,0.43736285,0.34960836,0.37915343,0.42367402,0.4619544
1996-12-19,0.48115962464362383,6,1.3353,0.46197504,0.46155027,1996,12,19,4.0,3.0,2.0,3.0,2.0,1.0,1.7182,1.8399,1.1526,0.3527,0.5887,2.2499,0.47219384,0.42040345,0.35074154,0.32950577,0.41214597,0.43335277,0.47496808,0.42379323,0.34445605,0.3695187,0.41655934,0.44969052
