,BahiaBlanca_Rainfall,MJOPhase_OLR,MJOLongitude_OLR,MJOAmplitude_OLR,MJOPhase_Chi200,MJOLongitude_Chi200,MJOAmplitude_Chi200,ERA5_Soil_Moisture_Lev1,ERA5_Soil_Moisture_Lev2
1980-01-01,0.0,5,148.6,0.6049,5,175.4,0.5459,0.20938359,0.205773
1980-01-02,0.0,5,164.0,0.6069,6,187.0,0.7355,0.18162715,0.19842568
1980-01-03,0.0,5,176.0,0.5613,6,198.4,0.6891,0.17511746,0.19270693
1980-01-04,0.0,6,185.2,0.6842,6,191.3,0.7448,0.15001161,0.17946157
1980-01-05,18.0,6,199.9,0.8435,6,215.7,0.8425,0.19184488,0.17568547
1980-01-06,0.0,6,203.3,1.0925,6,220.6,1.1503,0.25166586,0.1822441
1980-01-07,0.0,6,198.4,1.0085,6,223.5,1.308,0.21374062,0.1820257
1980-01-08,0.0,6,191.3,0.6414,6,219.5,0.7656,0.17930526,0.17528911
1980-01-09,0.0,6,195.2,0.4999,7,246.4,0.8656,0.15298532,0.1675104
1980-01-10,0.0,6,188.4,0.47,7,250.2,0.8477,0.13673346,0.16129419
1980-01-11,0.0,6,201.6,0.3725,7,269.5,0.809,0.127306,0.15779714
1980-01-12,,7,268.8,0.1387,8,281.6,0.8336,0.12756337,0.15528962
1980-01-13,0.0,2,21.4,0.1655,8,308.7,0.6566,0.13622151,0.1547342
1980-01-14,,1,358.1,0.603,1,323.9,1.0868,0.12992163,0.15267156
1980-01-15,0.0,2,12.8,0.8311,1,340.0,0.9501,0.12297832,0.14825508
1980-01-16,0.0,2,22.1,1.0754,1,356.5,1.0764,0.12381756,0.14055592
1980-01-17,0.0,2,27.2,1.2639,2,6.5,1.297,0.13824688,0.13771406
1980-01-18,0.0,2,23.5,1.1226,2,5.6,1.2182,0.19534172,0.14198628
1980-01-19,0.0,2,17.9,0.8344,2,11.1,0.9057,0.23406982,0.14760125
1980-01-20,0.0,3,55.2,0.5924,2,31.5,0.7207,0.19354016,0.14690426
1980-01-21,0.0,3,82.6,0.5613,2,43.7,0.4873,0.16349679,0.14591743
1980-01-22,0.0,3,84.4,0.8126,3,75.3,0.7753,0.1393323,0.14271428
1980-01-23,0.0,3,74.2,1.0203,3,68.6,1.1947,0.13067135,0.14068401
1980-01-24,0.0,3,68.2,1.1084,3,63.8,1.3185,0.13096929,0.14191619
1980-01-25,0.0,3,63.5,0.8752,3,63.4,1.1069,0.12624016,0.14142682
1980-01-26,0.0,3,60.7,0.6533,3,70.8,0.9712,0.13036783,0.14456122
1980-01-27,0.0,3,88.3,0.5261,3,86.0,0.6045,0.12702206,0.14354338
1980-01-28,0.0,4,104.2,0.7312,4,106.2,1.0157,0.121480286,0.14102103
1980-01-29,0.0,4,107.7,0.8306,4,104.4,1.0826,0.11655954,0.13858496
1980-01-30,0.0,4,118.6,0.7665,4,107.6,0.7514,0.12582195,0.13565683
1980-01-31,0.0,6,182.5,0.3975,6,216.6,0.4288,0.15242302,0.13435048
1980-02-01,0.0,7,254.3,0.6582,7,242.0,1.2045,0.141878,0.13435183
1980-02-02,1.0,8,279.3,0.7567,7,251.5,1.2159,0.13937286,0.1298747
1980-02-03,3.0,8,283.6,0.8586,7,263.1,1.1675,0.16446051,0.13540338
1980-02-04,0.0,7,246.4,0.8608,7,249.1,1.3477,0.14689524,0.13228786
1980-02-05,0.0,7,244.5,0.8351,7,250.5,1.5876,0.13964002,0.13349578
1980-02-06,1.0,7,261.8,0.8562,7,259.6,1.5498,0.13330656,0.13649401
1980-02-07,0.0,7,269.1,0.8385,7,265.3,1.3192,0.1326128,0.13764398
1980-02-08,0.0,7,262.6,0.9504,7,265.1,1.128,0.12618843,0.13510679
1980-02-09,,7,269.1,1.0884,7,263.1,1.2911,0.12618561,0.13402155
1980-02-10,0.0,7,267.0,1.1464,7,259.5,1.3062,0.13561866,0.13252378
1980-02-11,0.0,7,267.3,1.27,7,255.4,1.296,0.13012445,0.1320034
1980-02-12,2.0,7,257.6,1.2737,7,252.8,1.289,0.1713213,0.13174051
1980-02-13,0.0,7,263.8,1.2473,7,250.2,1.2557,0.1557758,0.13300101
1980-02-14,0.0,7,267.0,1.1311,7,264.5,1.2077,0.13772795,0.13036947
1980-02-15,0.0,7,266.5,0.9989,8,271.7,1.5392,0.13027692,0.12487854
1980-02-16,0.0,7,268.7,1.0017,8,279.5,1.7474,0.1734138,0.12761119
1980-02-17,0.0,8,281.2,1.0709,8,292.2,2.0753,0.15398121,0.12554991
1980-02-18,0.0,8,278.2,1.0633,8,295.8,1.8071,0.1366719,0.123902485
1980-02-19,0.0,8,283.1,1.0207,8,298.6,1.5848,0.12336297,0.120329954
1980-02-20,,8,284.1,0.8031,8,296.4,1.4489,0.11799044,0.11968015
1980-02-21,0.0,8,280.9,0.6538,8,295.7,1.2582,0.11780162,0.1198662
1980-02-22,0.0,7,270.0,0.5559,8,285.4,1.1664,0.11884787,0.12057262
1980-02-23,,7,256.8,0.3335,8,278.8,0.8279,0.11754705,0.12001314
1980-02-24,0.0,8,280.5,0.2448,8,303.8,0.6081,0.11472021,0.1189225
1980-02-25,,1,340.4,0.4963,1,337.7,0.9381,0.11059255,0.11835764
1980-02-26,,1,335.5,0.5119,1,332.9,0.7936,0.10656561,0.11741665
1980-02-27,0.0,1,350.9,0.3395,1,357.3,0.5257,0.104340225,0.11549017
1980-02-28,0.0,2,21.4,0.6496,2,31.3,0.6223,0.10036783,0.11500619
1980-02-29,0.0,2,7.9,0.6489,2,31.8,0.639,0.20798343,0.11978261
1980-03-01,0.0,1,337.1,0.7674,1,348.0,0.7749,0.17799464,0.11994574
1980-03-02,0.0,2,0.1,0.9586,1,354.2,0.6987,0.15737033,0.119403794
1980-03-03,0.0,2,11.6,1.0191,2,34.6,0.6162,0.14291865,0.11956421
1980-03-04,,2,18.5,0.8723,3,48.4,0.6542,0.13511513,0.11967072
1980-03-05,,2,43.6,0.8978,3,65.5,0.8743,0.33131245,0.27132842
1980-03-06,0.0,3,65.4,1.0195,3,77.1,1.1987,0.2846969,0.27226943
1980-03-07,0.0,3,85.7,1.0898,3,89.3,1.2191,0.2562691,0.26125118
1980-03-08,0.0,4,103.4,1.3538,4,105.6,1.7231,0.2330417,0.2497786
1980-03-09,0.0,4,115.1,1.5145,4,114.5,1.7764,0.21383435,0.2390704
1980-03-10,0.0,4,112.4,1.3194,4,111.4,1.9734,0.20049745,0.23128766
1980-03-11,0.0,4,129.7,0.9511,4,112.4,1.395,0.18756895,0.2233162
1980-03-12,,5,157.1,0.8779,4,129.9,1.1017,0.17816529,0.21740058
1980-03-13,,5,159.2,0.5501,4,132.3,0.8866,0.16649985,0.208933
1980-03-14,0.0,5,166.4,0.5164,5,156.4,1.0214,0.1591649,0.20272487
1980-03-15,47.0,5,150.3,0.7482,5,161.6,1.0983,0.24697171,0.20628798
1980-03-16,0.0,5,169.6,0.665,5,177.7,0.9655,0.29743934,0.24995117
1980-03-17,7.9,6,214.4,0.7874,6,219.6,1.2355,0.28202674,0.24854237
1980-03-18,2.0,7,226.5,1.1585,7,243.0,1.3189,0.30958453,0.26767635
1980-03-19,0.0,7,226.1,1.4103,7,246.3,1.3049,0.2811441,0.26458913
1980-03-20,0.0,7,233.2,1.4962,7,239.5,1.2804,0.29358023,0.26972818
1980-03-21,0.0,7,233.7,1.5599,6,223.4,1.2623,0.30404973,0.2692914
1980-03-22,42.9,7,228.1,1.5586,6,211.4,1.3932,0.32292986,0.30078775
1980-03-23,0.0,6,220.6,1.6071,6,206.5,1.6166,0.2895645,0.28861952
1980-03-24,0.0,6,221.5,1.5997,6,210.1,1.4704,0.27365112,0.27835488
1980-03-25,0.0,7,232.3,1.837,6,222.3,1.7492,0.25873643,0.2695125
1980-03-26,,7,241.1,2.0404,7,230.6,2.151,0.24084246,0.25879353
1980-03-27,0.0,7,247.5,2.1177,7,237.0,2.2921,0.22817415,0.25038525
1980-03-28,,7,250.2,2.0411,7,234.7,2.1504,0.2178613,0.24301773
1980-03-29,0.0,7,258.6,2.226,7,245.1,1.9843,0.20713302,0.23620835
1980-03-30,,8,277.1,2.5651,8,275.0,2.0651,0.2029718,0.23302405
1980-03-31,0.0,8,287.2,2.9645,8,285.5,2.3737,0.198335,0.22728236
1980-04-01,0.0,8,292.4,2.4393,8,292.9,1.9797,0.19488153,0.22390261
1980-04-02,0.0,8,303.0,2.2477,8,303.5,1.8013,0.18670735,0.21871907
1980-04-03,0.0,8,311.6,2.0332,1,317.1,1.6576,0.1878599,0.21683842
1980-04-04,0.0,1,317.3,1.7324,1,324.6,1.3256,0.20129332,0.21474749
1980-04-05,0.0,1,321.0,1.6206,1,329.5,1.2188,0.1929191,0.21106306
1980-04-06,,1,329.1,1.6266,1,335.1,1.513,0.1847645,0.20778981
1980-04-07,0.0,1,340.2,1.6315,1,337.9,1.5207,0.17578325,0.20410535
1980-04-08,7.9,1,354.3,1.5024,1,350.7,1.4936,0.29112965,0.20531328
1980-04-09,7.1,2,12.3,1.3541,2,8.8,1.4066,0.2947342,0.2343506
1980-04-10,0.0,2,30.4,1.5282,2,27.9,1.7048,0.303335,0.27326435
1980-04-11,7.9,2,41.4,1.5498,2,37.1,1.7299,0.31024754,0.28891745
1980-04-12,0.0,3,60.9,1.7848,3,54.2,1.9856,0.2914206,0.28402105
1980-04-13,2.0,3,79.6,2.0046,3,69.5,2.242,0.27816343,0.2777199
1980-04-14,0.0,4,98.4,2.0315,4,92.0,2.2306,0.27206916,0.2727062
1980-04-15,0.0,4,109.0,2.217,4,103.6,2.7605,0.2624053,0.26707914
1980-04-16,0.0,4,120.4,2.2958,4,113.1,2.937,0.2557054,0.26175267
1980-04-17,0.0,4,129.4,2.2475,4,123.8,2.6093,0.24579957,0.25684145
1980-04-18,0.0,5,140.7,2.1661,5,142.0,2.3239,0.23792471,0.25297368
1980-04-19,0.0,5,146.9,1.9352,5,160.6,2.2527,0.23152411,0.24742071
1980-04-20,0.0,5,163.8,1.9462,5,179.8,2.38,0.23090029,0.24544975
1980-04-21,0.0,5,178.2,1.7765,6,197.1,2.2368,0.23039252,0.24237062
1980-04-22,0.0,6,192.7,1.5245,6,213.7,1.7366,0.25225472,0.24086611
1980-04-23,15.0,6,203.0,1.2528,7,231.7,1.3444,0.30453652,0.25338078
1980-04-24,0.0,6,220.3,0.9671,7,241.7,1.3114,0.27902085,0.25661224
1980-04-25,0.0,7,234.0,0.7774,7,248.7,0.9896,0.27027878,0.2568967
1980-04-26,6.1,7,259.1,0.6855,7,259.7,0.6747,0.35322076,0.26943836
1980-04-27,40.9,8,279.3,0.6309,8,279.4,0.4271,0.33842638,0.31185588
1980-04-28,0.0,8,307.4,0.8613,1,315.5,0.5877,0.34425348,0.31901175
1980-04-29,7.9,1,328.1,0.8475,1,359.5,0.7234,0.33016127,0.33071214
1980-04-30,0.0,1,337.8,0.9853,2,14.3,0.9098,0.3114029,0.3149768
1980-05-01,0.0,1,338.5,0.9723,2,9.8,1.0073,0.3005641,0.3039828
1980-05-02,,1,351.9,0.7896,2,39.9,1.1142,0.30398682,0.29880598
1980-05-03,0.0,2,29.4,0.7233,3,57.5,1.2736,0.29796666,0.29650068
1980-05-04,0.0,3,48.6,0.6983,3,72.1,0.9881,0.28780347,0.29080483
1980-05-05,0.0,3,54.8,0.7541,3,83.2,1.1546,0.28334293,0.28522763
1980-05-06,22.1,3,58.1,0.5665,3,73.8,0.9185,0.3100657,0.29126725
1980-05-07,0.0,3,61.3,0.4151,3,79.3,0.8174,0.29402924,0.28950793
1980-05-08,0.0,3,70.1,0.3539,3,72.2,0.58,0.28357092,0.2854258
1980-05-09,0.0,5,137.0,0.3443,4,109.2,0.6146,0.27544987,0.28054693
1980-05-10,0.3,5,170.5,0.473,4,128.3,0.6082,0.27448615,0.27734378
1980-05-11,0.0,6,197.0,0.5262,4,128.6,0.4519,0.2803175,0.27557236
1980-05-12,0.0,6,195.0,0.1614,4,113.7,0.0995,0.2735224,0.27402875
1980-05-13,3.0,2,39.5,0.262,3,53.1,0.2176,0.3043113,0.27360407
1980-05-14,3.0,3,48.0,0.4209,3,86.5,0.128,0.3334581,0.28539345
1980-05-15,13.0,3,77.5,0.3261,4,121.4,0.4413,0.319012,0.31401017
1980-05-16,1.0,4,90.6,0.2784,4,111.3,0.5002,0.30428475,0.30631775
1980-05-17,0.0,4,109.3,0.2927,4,93.4,0.4791,0.29440132,0.29927784
1980-05-18,0.0,4,117.9,0.1538,3,48.5,0.35700000000000004,0.28720903,0.29465508
1980-05-19,0.0,2,14.0,0.266,2,22.8,0.5141,0.2830408,0.2915126
1980-05-20,14.0,2,12.1,0.4853,2,20.7,0.5670000000000001,0.32786736,0.3097757
1980-05-21,0.0,2,15.4,0.7051,2,32.8,0.7412,0.31493187,0.31086904
1980-05-22,0.0,2,15.0,0.9729,2,23.6,0.9879,0.30262864,0.3047391
1980-05-23,0.0,2,30.4,0.9912,2,23.0,0.985,0.2932222,0.298566
1980-05-24,0.0,2,32.2,0.9081,2,22.2,0.777,0.28601032,0.29337168
1980-05-25,0.0,2,23.2,0.9583,2,30.1,0.8766,0.2804252,0.2884645
1980-05-26,,2,15.7,0.9021,2,38.3,0.9838,0.2749589,0.283986
1980-05-27,0.0,2,21.6,1.004,2,30.6,1.2715,0.27891034,0.28140432
1980-05-28,0.0,2,17.8,1.2203,2,28.7,1.3615,0.28816855,0.28302884
1980-05-29,2.0,2,12.8,1.1978,2,31.4,1.3653,0.27794102,0.2809244
1980-05-30,0.5,2,11.4,1.2104,2,29.2,1.2692,0.28030768,0.28014517
1980-05-31,2.0,2,18.2,1.1355,2,33.5,1.1666,0.2968155,0.28145826
1980-06-01,0.0,2,26.3,1.2696,2,39.8,1.1954,0.28295967,0.28139085
1980-06-02,0.3,2,17.0,1.2425,2,36.2,1.1906,0.2848102,0.27992138
1980-06-03,0.0,2,18.9,1.121,3,45.7,1.2562,0.28211066,0.27989307
1980-06-04,0.0,2,37.0,0.903,3,74.2,0.9827,0.2742484,0.27770373
1980-06-05,0.0,2,41.5,0.7833,3,86.6,0.8723,0.26794428,0.27474728
1980-06-06,0.0,3,71.6,0.5096,4,115.3,0.6382,0.2678981,0.27287877
1980-06-07,0.0,4,113.7,0.5214,5,157.0,0.6624,0.26608956,0.27152526
1980-06-08,1.0,4,114.0,0.7689,5,160.0,0.5591,0.29117164,0.2718407
1980-06-09,0.0,4,113.8,0.9072,5,162.0,0.6139,0.28331634,0.27518004
1980-06-10,1.0,4,110.6,0.934,5,153.1,0.6449,0.2788166,0.27522993
1980-06-11,1.0,4,110.5,0.8258,5,146.2,0.5931,0.2746876,0.27291924
1980-06-12,3.0,4,118.3,0.6818,4,126.4,0.4469,0.27386373,0.27250534
1980-06-13,1.0,4,103.5,0.2198,5,140.8,0.1586,0.2711362,0.27155358
1980-06-14,104.9,1,358.1,0.2298,4,115.6,0.0627,0.2671862,0.27040768
1980-06-15,0.0,1,341.8,0.4747,1,348.6,0.2654,0.26102337,0.2687926
1980-06-16,4.1,2,1.8,0.8144,1,356.6,0.6227,0.2581504,0.2667003
1980-06-17,0.0,2,17.2,1.1701,2,8.1,1.1486,0.26501954,0.26695782
1980-06-18,,2,38.2,1.232,2,35.6,1.219,0.26095483,0.26643878
1980-06-19,0.0,3,56.0,1.2484,3,58.7,1.2692,0.2575503,0.2649221
1980-06-20,0.0,3,62.0,1.111,3,55.9,1.4553,0.2553725,0.26330304
1980-06-21,,3,76.7,1.0244,3,70.5,1.0724,0.25197217,0.26169202
1980-06-22,0.0,3,77.8,1.0761,3,81.6,1.1557,0.25009227,0.2595525
1980-06-23,0.0,3,79.9,0.8921,4,92.6,1.1323,0.24783331,0.258199
1980-06-24,0.0,4,95.3,0.9735,4,108.7,1.1596,0.25163507,0.25731868
1980-06-25,,4,110.3,1.1622,4,116.3,1.2157,0.24947125,0.2565489
1980-06-26,2.0,4,115.5,1.1824,4,131.8,1.1492,0.27552962,0.25873286
1980-06-27,0.0,4,112.2,0.9807,4,132.6,1.2177,0.26665747,0.26004863
1980-06-28,0.0,4,114.7,0.9424,4,122.8,1.1625,0.26443905,0.26036546
1980-06-29,1.0,4,120.2,0.8368,4,131.6,0.8156,0.27331263,0.26246312
1980-06-30,0.0,4,105.8,0.8102,4,114.4,1.0465,0.2676869,0.26374924
1980-07-01,0.0,5,141.7,0.6416,4,124.5,0.9263,0.26255077,0.26308867
1980-07-02,0.0,5,146.8,0.9435,5,142.7,1.3306,0.25850424,0.2614143
1980-07-03,2.0,5,157.1,1.3441,5,147.8,1.9893,0.25478223,0.25934222
1980-07-04,0.0,5,160.3,1.5629,5,155.0,2.3426,0.25011605,0.257529
1980-07-05,0.0,5,163.5,1.4785,5,162.4,2.1973,0.24826133,0.25638577
1980-07-06,0.0,5,174.0,1.1518,5,177.1,1.8761,0.24940969,0.25551218
1980-07-07,4.1,5,176.4,1.0537,6,185.5,1.7021,0.2525792,0.25492978
1980-07-08,0.0,6,184.5,0.8761,6,211.0,1.1994,0.35543358,0.34878647
1980-07-09,2.0,6,207.9,0.6596,7,233.3,1.2557,0.3291374,0.33626914
1980-07-10,0.0,7,236.6,0.6881,7,233.3,1.0724,0.31601167,0.32411033
1980-07-11,0.0,7,239.7,0.6715,6,216.8,0.7095,0.30592266,0.31556457
1980-07-12,0.0,7,246.7,0.604,7,229.3,0.4608,0.30022842,0.30916232
1980-07-13,2.0,8,270.8,0.3345,5,173.9,0.0929,0.30370986,0.30399764
1980-07-14,0.0,1,340.4,0.4242,3,46.1,0.5247,0.31114691,0.30893448
1980-07-15,0.0,1,344.9,0.5652,2,40.0,0.3449,0.30007315,0.3057556
1980-07-16,0.0,8,300.4,0.5947,1,352.0,0.1917,0.29268226,0.30141595
1980-07-17,0.0,8,283.9,0.7558,8,308.1,0.3735,0.28897002,0.2975967
1980-07-18,,7,266.1,0.5353,8,282.8,0.257,0.2842395,0.2939163
1980-07-19,2.0,7,267.9,0.3654,8,280.0,0.2775,0.297582,0.2930481
1980-07-20,0.0,8,295.4,0.2991,8,294.7,0.4799,0.2879643,0.2917957
1980-07-21,0.0,1,343.8,0.5859,1,319.8,0.7588,0.2819288,0.28869233
1980-07-22,0.0,1,359.9,1.0072,1,347.0,1.1338,0.27471414,0.28518987
1980-07-23,0.0,2,1.8,1.114,1,345.8,1.3389,0.2688115,0.28144613
1980-07-24,0.0,2,7.7,0.9436,2,2.6,1.1369,0.26476917,0.27815133
1980-07-25,2.0,2,8.2,0.8963,2,11.0,1.0969,0.2663651,0.27636233
1980-07-26,0.0,2,5.6,1.0214,2,4.0,1.2571,0.27825433,0.27655375
1980-07-27,0.0,2,5.5,1.0887,2,3.7,0.9914,0.27852708,0.27853417
1980-07-28,0.0,1,351.1,1.0651,1,352.3,0.8104,0.26974306,0.27572197
1980-07-29,0.0,1,326.1,1.0632,1,340.9,0.7215,0.26774564,0.27535123
1980-07-30,,8,309.6,1.1572,1,324.5,0.8564,0.2648363,0.27373618
1980-07-31,0.0,8,306.7,1.1654,8,308.3,0.9399,0.26248926,0.27133653
1980-08-01,0.0,8,313.3,1.2216,8,304.7,1.0727,0.26090446,0.26997086
1980-08-02,0.0,1,322.7,0.9883,8,310.6,0.919,0.25956306,0.26898944
1980-08-03,0.0,1,326.5,0.7876,8,313.3,0.6348,0.25835457,0.2671034
1980-08-04,0.0,1,319.2,0.7472,8,301.0,0.6205,0.25958964,0.2663134
1980-08-05,0.0,8,310.3,0.7529,1,320.8,0.3637,0.2543514,0.26341358
1980-08-06,0.0,8,304.2,0.5545,8,295.3,0.3397,0.24744587,0.26077798
1980-08-07,0.0,1,323.8,0.5053,1,333.7,0.3971,0.24346508,0.2585576
1980-08-08,,1,327.4,0.6423,1,327.0,0.7636,0.24184117,0.25648823
1980-08-09,0.0,1,324.7,0.8407,1,320.9,0.8213,0.23615111,0.2542436
1980-08-10,1.0,1,315.4,0.9894,8,311.2,0.8778,0.23281795,0.25240207
1980-08-11,0.0,1,315.7,1.0929,1,315.6,0.9852,0.22983722,0.25013852
1980-08-12,0.0,8,308.0,0.9921,1,317.3,1.1207,0.22870706,0.24927844
1980-08-13,0.0,8,302.7,0.7157,1,317.0,0.8619,0.22713768,0.24719019
1980-08-14,0.0,8,308.6,0.5976,1,326.0,0.8325,0.22569978,0.24555895
1980-08-15,0.0,8,301.0,0.5615,1,315.7,0.9373,0.22332475,0.24388054
1980-08-16,0.0,1,332.9,0.2653,1,333.7,0.6149,0.22228968,0.24332106
1980-08-17,0.0,3,51.7,0.3837,2,15.5,0.911,0.22383806,0.24328332
1980-08-18,0.0,3,65.2,0.7164,2,25.0,1.1951,0.22155116,0.24112765
1980-08-19,0.0,3,58.7,0.925,2,31.9,1.2247,0.21646817,0.2379245
1980-08-20,0.0,3,73.8,1.0054,3,49.4,1.1448,0.21187192,0.23599666
1980-08-21,,4,96.5,1.2993,4,90.9,1.3263,0.21005777,0.23427919
1980-08-22,0.0,4,123.2,1.6359,4,121.3,1.8546,0.20623782,0.23181209
1980-08-23,0.0,5,136.3,1.8357,5,136.1,2.1708,0.20212276,0.22856984
1980-08-24,0.0,5,147.8,1.8059,5,146.2,2.0925,0.19559908,0.22483823
1980-08-25,0.0,5,155.9,1.702,5,159.1,1.9988,0.19429126,0.22379072
1980-08-26,0.0,5,151.3,1.4811,5,156.4,1.751,0.19975191,0.2223644
1980-08-27,0.0,5,149.2,1.487,5,150.6,1.507,0.19487594,0.21986227
1980-08-28,0.0,5,152.8,1.4743,5,163.9,1.3425,0.1874319,0.21641105
1980-08-29,0.0,5,153.0,1.113,5,175.9,0.9911,0.18164533,0.21356651
1980-08-30,0.0,5,159.7,0.9792,6,180.8,0.8816,0.17935142,0.2124624
1980-08-31,,5,160.0,1.0323,6,186.4,0.8993,0.1812495,0.21226017
1980-09-01,0.0,5,147.4,1.082,5,160.8,0.9425,0.17856532,0.21041864
1980-09-02,0.0,5,142.9,1.0182,4,134.0,0.6438,0.17511185,0.20883864
1980-09-03,0.0,5,143.6,0.9982,5,139.5,0.8979,0.172969,0.20803648
1980-09-04,0.0,5,145.1,1.2213,4,131.7,1.2544,0.16955331,0.20587274
1980-09-05,0.0,5,157.4,1.4641,5,137.4,1.1827,0.16641313,0.20397323
1980-09-06,0.0,5,164.6,1.6789,5,156.1,1.2833,0.16123784,0.20027396
1980-09-07,0.0,5,167.7,1.5185,5,170.9,1.2014,0.15660802,0.19847961
1980-09-08,0.0,5,175.6,1.6954,6,186.0,1.4752,0.15676329,0.1978662
1980-09-09,0.0,6,180.3,1.8278,6,195.8,1.6961,0.15528344,0.19588447
1980-09-10,0.0,6,187.6,1.5714,6,208.2,1.5392,0.1532287,0.19388655
1980-09-11,0.0,6,201.8,1.581,7,228.1,1.8014,0.14853735,0.19066316
1980-09-12,0.0,6,210.4,1.7528,7,227.5,1.9182,0.1424123,0.18569127
1980-09-13,0.0,6,214.1,1.7417,7,226.4,1.882,0.14049464,0.18507922
1980-09-14,0.0,7,226.1,1.5364,7,240.4,1.6814,0.1393365,0.18376073
1980-09-15,0.0,7,237.7,1.4059,7,242.5,1.6988,0.14282353,0.18333474
1980-09-16,0.0,7,246.0,1.2764,7,248.2,1.6236,0.14575528,0.18286693
1980-09-17,0.0,7,270.0,1.2163,7,263.1,1.5432,0.14587137,0.18235734
1980-09-18,,8,293.3,1.0343,8,283.0,1.3839,0.14454396,0.18176417
1980-09-19,0.0,1,325.8,1.0982,1,318.7,1.3389,0.14459293,0.18016529
1980-09-20,7.9,1,331.9,1.4885,1,329.7,1.575,0.14646164,0.1816078
1980-09-21,0.0,1,336.1,1.722,1,338.2,1.7241,0.1425228,0.17978647
1980-09-22,0.0,1,339.7,1.7444,1,348.5,1.8025,0.13755311,0.17682463
1980-09-23,0.0,1,333.7,1.635,1,342.2,1.8094,0.1365712,0.17571242
1980-09-24,0.0,1,323.2,1.4043,1,333.2,1.3699,0.13185188,0.17220324
1980-09-25,0.0,8,309.4,1.2594,1,325.6,1.3562,0.13041678,0.17112878
1980-09-26,0.0,8,299.1,0.9678,1,320.8,0.9374,0.13201833,0.17107081
1980-09-27,3.0,8,293.3,0.5757,1,330.6,0.4370000000000001,0.1987826,0.17434677
1980-09-28,0.0,8,273.2,0.4024,8,293.0,0.4255,0.18857045,0.17618561
1980-09-29,0.0,7,251.0,0.525,8,274.8,0.44,0.1776142,0.17546032
1980-09-30,15.0,7,251.5,0.5008,8,287.4,0.486,0.24535477,0.17735848
1980-10-01,0.0,7,256.5,0.664,8,272.1,0.6222,0.23139402,0.18254474
1980-10-02,0.0,7,230.7,0.62,7,249.1,0.5253,0.21331961,0.18458985
1980-10-03,0.0,7,243.1,0.5846,7,264.7,0.7351,0.1970174,0.18341967
1980-10-04,0.0,8,310.9,0.3126,8,304.3,0.5294,0.18226777,0.18168598
1980-10-05,1.0,1,350.7,0.691,1,337.3,0.7935,0.18582754,0.180261
1980-10-06,0.0,1,358.0,0.6899,1,341.3,0.6779,0.18938172,0.18205807
1980-10-07,0.0,1,348.1,0.782,1,336.0,0.8284,0.17820305,0.18012485
1980-10-08,0.0,1,347.8,0.9468,1,340.9,1.0891,0.16939804,0.17959774
1980-10-09,0.0,1,350.9,1.0428,1,355.9,1.0708,0.16387165,0.18048209
1980-10-10,0.0,1,352.8,0.7056,2,15.2,0.8069,0.15592965,0.1784909
1980-10-11,0.0,2,19.8,0.5778,2,21.2,0.7161,0.14878912,0.17595913
1980-10-12,0.0,2,28.1,0.636,2,37.4,0.6214,0.143839,0.17491567
1980-10-13,,2,27.9,0.9427,2,29.0,0.903,0.25426188,0.17824826
1980-10-14,,2,30.2,1.2933,2,31.1,1.0973,0.23789254,0.18133548
1980-10-15,,2,32.7,1.3476,2,32.0,1.1522,0.29035476,0.200003
1980-10-16,0.0,3,48.5,1.0878,3,50.8,0.7981,0.2655189,0.20752285
1980-10-17,9.9,4,96.2,0.911,4,97.8,0.7339,0.33428335,0.22758436
1980-10-18,0.0,4,128.8,1.1495,4,130.5,0.9044,0.28141546,0.24154422
1980-10-19,,5,139.7,1.1879,5,141.5,1.0263,0.2833919,0.24424183
1980-10-20,,5,152.3,1.2676,5,154.1,1.1086,0.26737362,0.24755014
1980-10-21,0.0,5,158.4,1.4493,5,152.2,1.3958,0.24353503,0.24402747
1980-10-22,0.0,5,154.0,1.6724,5,144.8,1.7213,0.23907027,0.24237737
1980-10-23,0.0,5,159.8,1.681,5,154.7,1.6265,0.23544477,0.24033497
1980-10-24,0.0,5,168.6,1.7132,5,165.3,1.6935,0.2223792,0.23679477
1980-10-25,0.0,5,172.6,1.457,5,171.9,1.3932,0.21346928,0.23228124
1980-10-26,0.0,6,182.6,1.345,6,188.6,1.2194,0.1959208,0.22328247
1980-10-27,0.0,6,199.3,1.2051,6,203.9,1.0542,0.18149006,0.21591495
1980-10-28,0.0,6,219.2,1.3598,6,224.1,1.1696,0.16916305,0.2090395
1980-10-29,0.0,7,233.5,1.2252,7,244.4,1.1587,0.16721322,0.20416465
1980-10-30,0.0,7,239.8,1.2026,7,259.2,1.1573,0.16123644,0.20080243
1980-10-31,0.0,7,253.6,1.1542,8,276.3,1.4224,0.15402037,0.19592221
1980-11-01,0.0,7,255.2,1.0052,8,278.9,1.0907,0.14433697,0.18974912
1980-11-02,0.0,7,265.4,0.9349,8,300.7,1.0391,0.1361348,0.18324846
1980-11-03,,8,272.6,0.8829,8,304.9,1.1601,0.21234329,0.18092293
1980-11-04,0.0,7,268.6,0.9456,8,286.9,1.1661,0.19211064,0.18193133
1980-11-05,0.0,8,279.3,0.9997,8,292.9,1.2752,0.17056316,0.17827925
1980-11-06,0.0,7,268.4,0.7722,8,285.4,1.2331,0.15918729,0.1770983
