,BahiaBlanca_Rainfall,MJOPhase_OLR,MJOLongitude_OLR,MJOAmplitude_OLR,MJOPhase_Chi200,MJOLongitude_Chi200,MJOAmplitude_Chi200,ERA5_Soil_Moisture_Lev1,ERA5_Soil_Moisture_Lev2
1984-07-08,0.0,1,320.7,1.5404,1,318.4,1.8212,0.2831541,0.27928507
1984-07-09,0.0,1,330.3,1.3898,1,332.4,1.8374,0.28869167,0.27891704
1984-07-10,1.0,1,344.8,1.3318,1,342.6,1.7152,0.30457425,0.28968456
1984-07-11,0.0,1,346.9,1.0844,1,349.6,1.2875,0.34507453,0.29958248
1984-07-12,,1,337.9,0.975,2,3.5,1.0798,0.34818393,0.34104013
1984-07-13,,8,314.0,0.8212,1,359.3,0.9009,0.3248685,0.33048296
1984-07-14,,8,312.0,0.5275,2,10.4,0.4776,0.3140059,0.32111886
1984-07-15,,1,354.4,0.2098,3,45.8,0.591,0.30680665,0.3143135
1984-07-16,,4,114.3,0.1159,3,77.1,0.3151,0.30108863,0.3088994
1984-07-17,,5,136.9,0.1749,4,114.1,0.5727,0.2965022,0.30433062
1984-07-18,,5,138.9,0.3437,4,116.6,0.647,0.3042372,0.30096838
1984-07-19,,5,141.0,0.6961,4,123.0,0.6483,0.3053352,0.30238795
1984-07-20,,5,151.6,0.9955,5,141.4,0.8933,0.3080599,0.3017894
1984-07-21,,5,159.6,1.3908,5,155.0,1.4472,0.30006757,0.30142808
1984-07-22,,5,166.7,1.5785,5,158.6,1.5212,0.2940446,0.29916322
1984-07-23,,5,175.1,1.7938,5,168.9,1.8435,0.28985962,0.29639822
1984-07-24,5.1,6,183.6,1.682,5,174.6,1.8161,0.3124785,0.29675144
1984-07-25,0.0,6,201.2,1.4806,6,201.3,1.5227,0.29767713,0.29720575
1984-07-26,,6,222.6,1.5555,6,220.6,1.5609,0.28859234,0.29460117
1984-07-27,,7,231.8,1.8136,7,236.9,1.5876,0.28333172,0.2915652
1984-07-28,,7,231.6,1.5653,7,250.6,1.5757,0.28199875,0.28933674
1984-07-29,,7,240.4,1.1089,7,268.9,1.3525,0.2781998,0.28685346
1984-07-30,,7,254.8,0.9868,8,286.0,1.3227,0.2737616,0.2841195
1984-07-31,,7,255.7,0.7405,8,292.1,1.0016,0.27157816,0.28135985
1984-08-01,,6,186.5,0.3671,1,351.1,0.2041,0.26830798,0.27883613
1984-08-02,,6,184.7,0.7738,5,169.4,0.2397,0.26470202,0.27537686
1984-08-03,,6,191.0,1.2885,5,165.2,0.6035,0.25948337,0.2716668
1984-08-04,,6,187.7,1.5376,5,173.3,1.1303,0.25553894,0.26836658
1984-08-05,,6,182.7,1.6869999999999998,5,169.1,1.5179,0.25101823,0.2644422
1984-08-06,,5,177.9,1.8058,5,179.2,1.7264,0.24639262,0.26172298
1984-08-07,,5,177.4,1.6338,6,187.5,1.8358,0.2456527,0.25944465
1984-08-08,,6,181.3,1.4842,6,203.0,1.4913,0.24261886,0.25755727
1984-08-09,,6,183.2,1.3630000000000002,6,208.4,1.4171,0.24768786,0.2563723
1984-08-10,,6,190.7,1.6611,6,216.0,1.4073,0.24487218,0.2547977
1984-08-11,,6,186.8,1.6802,6,209.7,1.5128,0.3163404,0.27106553
1984-08-12,,6,192.2,1.9016,6,207.0,1.4985,0.30490437,0.28640455
1984-08-13,,6,197.9,2.0011,6,212.6,1.8022,0.290559,0.28746417
1984-08-14,,6,198.4,1.9049,6,215.7,1.5599,0.2833849,0.28606617
1984-08-15,,6,186.8,1.8518,6,206.0,1.289,0.2788474,0.28444707
1984-08-16,,6,180.8,1.793,6,186.8,1.34,0.27463582,0.28198943
1984-08-17,,5,176.0,1.7967,6,180.1,1.3024,0.2698046,0.2791152
1984-08-18,,5,167.4,1.5783,5,171.3,1.3946,0.26687008,0.2767169
1984-08-19,,5,161.4,1.3603,5,171.7,1.4327,0.26552588,0.27500072
1984-08-20,3.0,5,163.0,1.0632,5,174.0,1.2884,0.3151319,0.27850318
1984-08-21,0.0,5,163.2,0.9392,5,177.1,1.2989,0.28959525,0.28177103
1984-08-22,,5,177.0,1.2632,6,190.1,1.5682,0.28361988,0.2803245
1984-08-23,,6,189.1,1.4642,6,195.6,1.7025,0.2824589,0.27913678
1984-08-24,,6,187.4,1.642,6,190.1,1.6831,0.2740008,0.2781904
1984-08-25,,6,183.5,1.5783,6,191.5,1.5346,0.26942834,0.27596867
1984-08-26,,6,186.9,1.3161,6,206.0,1.3765,0.26315224,0.27310932
1984-08-27,,6,212.2,1.1334,7,230.0,1.1698,0.26095903,0.2707312
1984-08-28,,6,218.2,1.0517,7,236.7,1.0212,0.2540479,0.26609364
1984-08-29,,6,224.1,0.8542,7,254.4,0.9043,0.24766827,0.2615666
1984-08-30,,7,236.4,0.3654,8,271.8,0.5652,0.2406928,0.2576557
1984-08-31,,1,330.9,0.1952,8,310.3,0.4789,0.23770091,0.25516573
1984-09-01,,2,9.3,0.4493,1,334.9,0.4907,0.23574269,0.25383377
1984-09-02,99.1,1,357.2,0.5382,1,330.6,0.5285,0.25984704,0.25218904
1984-09-03,0.0,1,347.2,0.472,1,345.0,0.3484,0.3175615,0.27291518
1984-09-04,,1,354.5,0.3962,1,353.1,0.3265,0.2963959,0.28216064
1984-09-05,,1,358.5,0.5781,1,355.5,0.3672,0.28144065,0.2809797
1984-09-06,5.1,1,351.7,0.7756,1,330.6,0.6114,0.34553614,0.30582163
1984-09-07,0.0,1,351.9,0.8073,1,319.5,0.7112,0.3122561,0.31181812
1984-09-08,,1,339.7,0.9075,1,333.8,1.136,0.2968267,0.30416885
1984-09-09,,1,325.9,0.9261,1,317.9,1.2532,0.28500742,0.29654786
1984-09-10,7.9,8,310.9,1.0135,8,304.5,1.1403,0.29281935,0.29058105
1984-09-11,,8,301.5,0.9571,8,302.0,0.9875,0.3085509,0.30243248
1984-09-12,,8,276.8,1.0396,8,281.0,0.8357,0.29620147,0.29899067
1984-09-13,,7,268.1,0.9471,8,285.0,0.7716,0.29185423,0.29554892
1984-09-14,8.9,7,262.8,1.0012,8,275.6,0.7235,0.2850004,0.2914007
1984-09-15,,7,261.0,1.5294,7,259.3,0.9991,0.32179126,0.31879064
1984-09-16,,7,259.1,1.739,7,255.2,1.0201,0.3096139,0.312414
1984-09-17,6.1,7,262.8,1.5089,7,265.1,0.975,0.3382012,0.3065685
1984-09-18,30.0,8,270.1,1.0283,8,298.9,0.9074,0.34439337,0.33522567
1984-09-19,0.0,8,293.0,0.795,8,306.8,1.2536,0.31543824,0.32346594
1984-09-20,0.5,8,306.3,0.6456,8,308.2,1.2036,0.30294895,0.3130827
1984-09-21,0.5,1,327.1,0.6264,1,324.1,0.7646,0.30579817,0.306493
1984-09-22,0.5,1,323.1,0.4264,1,341.3,0.5698,0.30009553,0.3034031
1984-09-23,0.0,3,50.0,0.2345,2,32.7,0.6233,0.2898652,0.29842174
1984-09-24,,4,90.5,0.4444,3,50.2,0.7764,0.29316622,0.29386374
1984-09-25,,4,107.0,0.6634,3,73.2,0.6846,0.2972561,0.29514176
1984-09-26,,4,119.8,0.9059,4,96.8,1.0453,0.28777832,0.292854
1984-09-27,,4,127.0,1.0846,4,104.8,1.3422,0.27893132,0.2887638
1984-09-28,,4,133.2,1.1808,4,124.9,1.2862,0.26802963,0.28281313
1984-09-29,,5,138.6,1.2182,4,131.4,1.2162,0.25697684,0.27572602
1984-09-30,,4,134.1,1.3663,5,138.4,1.1883,0.24536036,0.26943836
1984-10-01,,5,139.2,0.9676,5,164.6,0.934,0.2824897,0.26649672
1984-10-02,,5,152.4,0.805,6,195.1,0.8535,0.31351778,0.27781698
1984-10-03,,5,156.4,0.8756,6,189.9,0.8924,0.29513842,0.28457785
1984-10-04,,5,151.2,0.9109,5,167.6,0.7548,0.2746498,0.28031507
1984-10-05,,5,142.2,0.8178,4,124.2,0.8347,0.26029605,0.274843
1984-10-06,,5,144.3,0.8985,4,122.6,0.9658,0.25055665,0.26858228
1984-10-07,,4,134.2,1.1561,4,121.7,1.2844,0.23786035,0.26168525
1984-10-08,,4,127.3,1.1501,4,111.7,1.5166,0.22901338,0.2555769
1984-10-09,,5,137.8,1.2086,4,133.5,1.4212,0.23511046,0.25192884
1984-10-10,,5,153.1,1.4873,5,152.5,1.845,0.22452067,0.24754879
1984-10-11,,5,166.8,1.3797,5,166.5,1.8051,0.2657357,0.24249195
1984-10-12,,5,172.4,1.221,5,170.4,1.5913,0.27457288,0.2528294
1984-10-13,,6,180.4,1.0346,6,185.9,1.3389,0.25384086,0.25102425
1984-10-14,,6,198.7,1.0361,6,198.9,1.517,0.24372524,0.24919486
1984-10-15,,6,216.2,1.1215,6,208.5,1.4184,0.23593992,0.246748
1984-10-16,,6,215.8,1.2504,6,199.3,1.1767,0.32970113,0.3122064
1984-10-17,,6,207.2,1.1408,6,190.7,0.9146,0.29572588,0.3032413
1984-10-18,,6,204.8,1.0213,6,182.4,0.7134,0.27759552,0.29293352
1984-10-19,,6,219.1,1.2029,6,207.0,0.7663,0.26916817,0.2835802
1984-10-20,,7,229.9,1.1504,6,207.5,0.5762,0.26658893,0.27703506
1984-10-21,,7,228.9,1.2124,6,193.0,0.7625,0.25727615,0.27295965
1984-10-22,,7,230.2,1.1118,6,199.4,0.7001,0.24393786,0.26618937
1984-10-23,2.0,7,235.9,1.3925,7,227.9,1.1344,0.23240532,0.25919393
1984-10-24,0.5,7,243.1,1.4294,7,236.9,1.3867,0.22391221,0.25309634
1984-10-25,,7,235.5,1.5209,7,243.1,1.4506,0.33779696,0.27573276
1984-10-26,,7,234.4,1.4340000000000002,7,252.7,1.4965,0.28594175,0.27927834
1984-10-27,,7,255.0,1.2424,8,277.9,1.48,0.2604191,0.27139717
1984-10-28,,8,274.9,1.3027,8,293.9,1.7236,0.24668357,0.26535216
1984-10-29,,8,280.7,1.3871,8,294.1,1.737,0.25658518,0.2608063
1984-10-30,,8,290.4,1.5533,8,305.2,1.6713,0.23931225,0.25614852
1984-10-31,,8,304.7,1.8249,8,304.0,1.8938,0.22637118,0.25102967
1984-11-01,,8,312.6,1.9784,8,314.2,1.71,0.21963489,0.24523674
1984-11-02,,8,313.6,2.1656,1,316.8,1.9799,0.21217544,0.24280472
1984-11-03,,1,323.2,1.9219,1,326.6,1.5348,0.22080842,0.23950988
1984-11-04,,1,329.7,1.843,1,339.3,1.5775,0.2154051,0.2371574
1984-11-05,0.5,1,335.0,1.9043,1,340.9,1.4991,0.2406788,0.23514062
1984-11-06,0.0,1,335.6,2.0051,1,339.1,1.5683,0.23168916,0.23596433
1984-11-07,,1,335.6,2.046,1,347.4,1.7639,0.23620987,0.23531318
1984-11-08,30.0,1,339.1,1.9213,1,351.2,1.8749,0.3401538,0.33544406
1984-11-09,,1,342.2,2.0434,1,355.6,1.952,0.33507082,0.34251362
1984-11-10,,1,346.1,2.1887,1,359.2,1.9936,0.31264636,0.3236439
1984-11-11,,1,351.9,2.3680000000000003,2,11.2,2.1348,0.3004564,0.31275374
1984-11-12,,2,1.7,2.3287,2,21.8,2.4959,0.28761467,0.3022828
1984-11-13,,2,13.6,2.0741,2,37.0,2.5252,0.27778018,0.29352266
1984-11-14,,2,28.9,1.7932,3,47.9,2.5178,0.2639845,0.28382424
1984-11-15,,2,39.0,1.607,3,54.4,2.1589,0.3022216,0.29345527
1984-11-16,,3,46.0,1.5414,3,70.2,1.9217,0.2900764,0.28917766
1984-11-17,,3,51.1,1.4631,3,68.9,1.7755,0.2710145,0.28276056
1984-11-18,2.0,3,60.5,1.3641,3,76.9,1.54,0.25838673,0.27469334
1984-11-19,2.0,3,64.6,1.2265,3,84.5,1.4326,0.26559582,0.27167624
1984-11-20,0.0,3,71.0,1.1797,4,92.7,1.0618,0.24526246,0.26404855
1984-11-21,,3,68.8,1.1572,4,92.4,1.0798,0.33115858,0.3149916
1984-11-22,,3,70.9,1.146,3,86.4,0.8466,0.30222863,0.3063717
1984-11-23,,3,56.6,1.1301,3,74.3,0.8192,0.2820421,0.29640228
1984-11-24,,3,48.1,0.9945,3,55.3,0.6398,0.26184162,0.28487444
1984-11-25,,2,23.2,1.0428,2,21.6,0.5949,0.244647,0.2731565
1984-11-26,,2,10.7,1.3045,2,26.8,1.0178,0.23090726,0.26303205
1984-11-27,,2,14.7,1.4989,2,26.0,1.3315,0.21477568,0.25226858
1984-11-28,,2,32.9,1.7382,2,35.2,1.527,0.1964649,0.24005859
1984-11-29,,3,52.1,1.8189,3,54.9,1.665,0.1913889,0.2339381
1984-11-30,,3,59.5,1.7071,3,63.8,1.5894,0.17598325,0.22491238
1984-12-01,,3,62.2,1.6215,3,72.3,1.6957,0.16698663,0.21937424
1984-12-02,,3,69.6,1.4832,3,75.4,1.5771,0.16575854,0.21645689
1984-12-03,,3,83.8,1.3908,4,90.1,1.406,0.1600517,0.21054941
1984-12-04,,4,90.8,1.4253,4,96.6,1.5808,0.15204677,0.20428061
1984-12-05,,3,89.2,1.443,4,91.4,1.4426,0.1424193,0.19781363
1984-12-06,,4,97.5,1.2792,4,102.8,1.2101,0.14392853,0.19596805
1984-12-07,,4,117.0,1.1223,4,119.3,1.2146,0.24923766,0.19620666
1984-12-08,,4,131.1,1.3445,4,124.3,1.3275,0.23658052,0.196177
1984-12-09,,4,125.4,1.5308,4,115.1,1.4008,0.26204863,0.20522968
1984-12-10,,4,117.4,1.4225,4,103.4,1.0693,0.22904834,0.20561525
1984-12-11,,4,116.4,1.1801,4,111.9,0.9703,0.20743236,0.20442486
1984-12-12,,4,119.1,0.9897,4,101.8,1.1244,0.20065969,0.20352837
1984-12-13,,4,117.8,0.9271,4,93.0,0.8242,0.20926747,0.20424287
1984-12-14,,4,122.7,0.6982,4,98.5,0.61,0.19347721,0.20322637
1984-12-15,,4,133.5,0.5704,4,127.5,0.5291,0.18153203,0.2009669
1984-12-16,,5,169.8,0.4795,5,176.5,0.5672,0.17482372,0.19947857
1984-12-17,,6,198.4,0.418,6,180.8,0.5154,0.1702093,0.19760467
1984-12-18,,7,227.3,0.6099,6,200.9,0.6654,0.17026526,0.1973337
1984-12-19,,7,258.4,0.6748,7,230.4,0.5465,0.1632618,0.19479653
1984-12-20,,8,272.3,0.8371,7,260.9,0.6086,0.15005638,0.18848997
1984-12-21,,8,275.2,0.59,7,248.5,0.3772,0.13341427,0.17883737
1984-12-22,,8,279.0,0.3028,6,202.1,0.2626,0.12941527,0.17590791
1984-12-23,,8,303.1,0.1093,4,119.3,0.3726,0.1318267,0.17556816
1984-12-24,,6,182.5,0.248,4,118.9,0.7193,0.14361662,0.17327635
1984-12-25,,6,186.4,0.4809,5,145.2,0.8356,0.15014449,0.17318064
1984-12-26,0.0,6,182.8,0.7545,5,162.5,1.2631,0.14492723,0.17049247
1984-12-27,,6,189.1,1.0426,5,177.6,1.2913,0.13743562,0.16705203
1984-12-28,,6,196.8,1.1883,6,195.7,1.4302,0.12309162,0.15891744
1984-12-29,,6,209.2,1.1633,6,211.7,1.2265,0.15328324,0.1572215
1984-12-30,,6,220.8,1.3722,7,234.2,1.3430000000000002,0.16560188,0.15448344
1984-12-31,0.0,7,226.2,1.3339,7,237.6,1.2183,0.15160897,0.15479082
1985-01-01,,6,220.7,1.1391,7,240.3,1.032,0.14056039,0.15244776
1985-01-02,,7,234.8,1.1561,7,241.6,1.1784,0.17966613,0.14882669
1985-01-03,,7,242.6,1.0683,7,245.2,1.2494,0.17853595,0.15009528
1985-01-04,,7,235.7,1.139,7,228.2,1.2359,0.236056,0.14794232
1985-01-05,,7,242.5,1.4928,7,230.7,1.2512,0.3173195,0.16304676
1985-01-06,0.0,7,239.7,1.5541,7,236.1,1.2989,0.25381708,0.17941707
1985-01-07,,7,246.9,1.4745,7,245.2,1.2822,0.21146068,0.1761519
1985-01-08,,7,257.3,1.3819,7,252.8,1.0659999999999998,0.18460225,0.17224908
1985-01-09,,7,264.6,1.5271,7,261.9,1.1402,0.17386138,0.16536014
1985-01-10,,7,267.3,1.8866,7,267.0,1.6304,0.15248457,0.160062
1985-01-11,,7,263.4,1.9739,7,262.2,1.9572,0.1356998,0.15449557
1985-01-12,,8,271.2,2.1385,7,267.4,2.0339,0.12744868,0.15124793
1985-01-13,,8,278.5,2.2061,8,276.6,1.9346,0.24852291,0.15016942
1985-01-14,,8,288.1,2.1624,8,285.7,1.7194,0.2575853,0.16435578
1985-01-15,,8,297.7,1.8202,8,302.4,1.6638,0.25885952,0.18607548
1985-01-16,,8,305.7,1.4874,8,302.5,1.5227,0.21986848,0.18471253
1985-01-17,,8,309.1,1.2082,8,306.0,1.1148,0.19021116,0.18049827
1985-01-18,,8,306.6,1.1828,8,298.4,0.9951,0.2737574,0.17627728
1985-01-19,,8,297.1,1.3663,8,289.5,1.2414,0.24133481,0.18170217
1985-01-20,,8,298.4,1.8715,8,294.9,1.7828,0.25228968,0.18241397
1985-01-21,,8,311.4,2.4079,8,313.4,2.2344,0.25716007,0.19547193
1985-01-22,0.0,8,314.6,2.6761,8,310.8,2.4179,0.22549139,0.19481134
1985-01-23,,1,321.4,2.4894,1,318.2,1.942,0.20585318,0.19150172
1985-01-24,,1,330.5,2.2615,1,330.2,1.5736,0.27912015,0.19192906
1985-01-25,,1,344.6,2.2684,1,349.0,1.8156,0.25146163,0.19761546
1985-01-26,,1,355.3,2.4004,1,359.6,1.8481,0.22758807,0.1969778
1985-01-27,,2,0.9,2.4957,2,12.8,2.0373,0.20523214,0.19448781
1985-01-28,,2,8.2,2.6917,2,21.2,2.093,0.18623596,0.19059576
1985-01-29,,2,12.4,2.6253,2,28.6,2.0874,0.17689525,0.18794535
1985-01-30,,2,15.8,2.6677,2,28.4,2.2849,0.24726544,0.18762584
1985-01-31,,2,23.7,2.9802,2,32.0,2.6496,0.26090866,0.19722584
1985-02-01,,2,23.2,3.2884,2,28.0,2.7469,0.28969318,0.22190335
1985-02-02,,2,29.5,3.3927,2,35.0,2.8080000000000003,0.25771117,0.22391744
1985-02-03,,2,38.7,3.4115,3,48.0,3.1434,0.23372011,0.2206752
1985-02-04,,3,46.8,3.1685,3,52.9,3.2388,0.22001953,0.2146585
1985-02-05,,3,51.4,3.195,3,57.0,3.0917,0.1949123,0.2067032
1985-02-06,,3,52.7,3.0848,3,64.4,3.0681,0.18067041,0.20351353
1985-02-07,,3,54.3,2.9563,3,63.7,2.9467,0.25170222,0.1995716
1985-02-08,,3,62.6,3.0222,3,72.6,2.8039,0.24529742,0.20126349
1985-02-09,,3,71.8,3.2624,3,85.3,3.0271,0.21567369,0.19781095
1985-02-10,,3,75.7,3.4417,3,84.4,3.1112,0.19842172,0.19358996
1985-02-11,,3,77.4,3.3656,3,85.0,2.7277,0.19220994,0.19227552
1985-02-12,,3,82.2,3.4205,4,92.0,2.8407,0.17247245,0.1859946
1985-02-13,,4,91.1,3.4278,4,96.8,3.0714,0.15555759,0.17956267
1985-02-14,,4,104.5,3.2861,4,109.3,2.8559,0.14540839,0.17607507
1985-02-15,,4,115.7,3.1608,4,123.3,2.6469,0.23641267,0.17489006
1985-02-16,,4,125.0,3.1819,4,134.2,2.525,0.20642246,0.1749022
1985-02-17,,4,130.0,3.0656,5,141.1,2.2211,0.18106626,0.17111261
1985-02-18,,5,138.2,3.2182,5,147.2,2.6078,0.16268413,0.16846488
1985-02-19,,5,144.3,3.289,5,154.1,2.8724,0.18236709,0.16512153
1985-02-20,,5,152.1,3.0523,5,167.7,2.9114,0.16448149,0.16360623
1985-02-21,,5,162.7,2.6763,5,178.3,2.9194,0.15023541,0.1614371
1985-02-22,,5,175.0,2.1375,6,194.2,2.504,0.14026666,0.15924908
1985-02-23,,6,183.5,1.5727,6,206.4,1.8986,0.27709338,0.15981933
1985-02-24,,6,208.0,1.0769,7,232.3,1.3759,0.31185886,0.26486683
1985-02-25,,7,233.1,1.0464,7,256.5,1.2119,0.28100145,0.26482773
1985-02-26,0.0,7,225.8,1.0801,7,246.8,1.0683,0.25888747,0.25909823
1985-02-27,,6,218.8,1.1243,6,224.1,0.9914,0.23861846,0.2513829
1985-02-28,,6,206.0,1.2991,6,194.1,1.3347,0.21782354,0.24202819
1985-03-01,,6,186.6,1.5671,5,167.4,1.5092,0.20284452,0.2321653
1985-03-02,,5,178.0,1.9926,5,164.4,1.8418,0.1913861,0.22447154
1985-03-03,,5,177.3,2.2374,5,170.0,2.0388,0.17926888,0.21705681
1985-03-04,,6,183.8,2.3568,6,180.4,2.3952,0.1705436,0.21305424
1985-03-05,,6,189.4,2.4691,6,188.2,2.5338,0.16287576,0.20757543
1985-03-06,,6,196.3,2.5857,6,201.1,2.8214,0.25322124,0.20358768
1985-03-07,,6,206.6,2.5444,6,214.3,2.8853,0.22983724,0.20379259
1985-03-08,,6,222.1,2.5346,7,231.9,2.7115,0.21560934,0.20293519
1985-03-09,,7,231.8,2.5011,7,242.5,2.3868,0.19868608,0.19954193
1985-03-10,,7,244.8,2.2186,7,260.8,2.119,0.1825587,0.19485044
1985-03-11,,7,257.3,2.011,8,272.4,1.8514,0.1678986,0.19020751
1985-03-12,,7,263.0,2.0335,8,282.9,1.567,0.16040699,0.18712837
1985-03-13,,7,268.8,1.8291,8,293.2,1.3832,0.15281469,0.18443751
1985-03-14,,8,279.7,1.6863,8,311.3,1.158,0.14668125,0.18070993
1985-03-15,,8,298.2,1.6093,1,331.7,1.32,0.14177868,0.17786539
1985-03-16,,8,302.7,1.5361,1,340.7,1.5285,0.14199969,0.17804873
1985-03-17,,8,303.6,1.2804,1,341.6,1.2990000000000002,0.14166957,0.17760113
1985-03-18,,8,302.1,1.2006,1,338.8,1.1673,0.14148913,0.17660353
1985-03-19,,8,294.8,1.2227,1,340.7,1.0993,0.14408518,0.17598338
1985-03-20,,8,297.2,0.9742,1,359.4,0.8931,0.14807297,0.17829409
1985-03-21,,8,303.2,0.6824,2,14.1,0.6801,0.15795502,0.1800898
1985-03-22,,8,297.4,0.4655,2,18.7,0.4935,0.15680526,0.18037695
1985-03-23,,7,240.7,0.4424,6,193.6,0.0326,0.17688684,0.18098089
1985-03-24,,6,218.8,0.841,5,164.4,0.2628,0.1834287,0.18054141
1985-03-25,,7,229.7,1.1036,6,205.8,0.2578,0.19631803,0.18117908
1985-03-26,,7,245.8,1.0164,6,224.3,0.2629,0.3202163,0.1924373
1985-03-27,,7,254.2,0.9899,8,272.3,0.2601,0.26800445,0.2139413
1985-03-28,,8,275.0,0.962,1,315.6,0.5057,0.24237967,0.21391837
1985-03-29,,8,298.1,0.8421,1,340.1,0.7742,0.22494867,0.21207008
1985-03-30,,1,334.5,0.7708,1,358.2,1.0216,0.2087206,0.2076644
1985-03-31,,1,356.8,1.0192,2,7.2,1.385,0.19323662,0.20252265
1985-04-01,,2,6.8,0.8728,2,14.4,1.2936,0.18606813,0.2033895
1985-04-02,,2,23.7,0.6984,2,30.3,1.146,0.18691576,0.20399883
1985-04-03,,2,34.4,0.742,3,49.4,1.1795,0.18284124,0.20374405
1985-04-04,,2,42.3,1.0025,3,62.9,1.2189,0.19990718,0.2030282
1985-04-05,,2,34.8,1.0691,3,61.0,1.1884,0.1903944,0.20061101
1985-04-06,,3,53.8,1.0411,3,75.7,1.2567,0.18282866,0.19807112
1985-04-07,,3,85.8,0.9423,3,81.4,1.3014,0.17567974,0.19573753
1985-04-08,,4,97.1,1.1069,4,90.4,1.0548,0.16908753,0.19404832
1985-04-09,,4,91.5,1.1457,4,94.8,1.1276,0.28022376,0.19880316
1985-04-10,,4,95.3,1.1839,4,103.7,1.1533,0.26797226,0.21212134
1985-04-11,,4,98.2,1.3963,4,107.3,1.358,0.2442232,0.21295717
1985-04-12,,4,105.1,1.5511,4,98.2,1.4359,0.23617211,0.21205121
1985-04-13,,4,106.6,1.9177,4,97.8,1.5875,0.31076786,0.22215274
1985-04-14,,4,111.6,2.0345,4,105.8,1.5163,0.2943901,0.25966036
1985-04-15,,4,116.2,1.8624,4,121.5,1.3451,0.27017808,0.25947028
1985-04-16,,4,128.0,1.8361,4,134.3,1.3698,0.3092824,0.2583635
1985-04-17,,5,141.3,1.8534,5,146.1,1.414,0.27547786,0.26083055
1985-04-18,,5,139.7,1.8117,5,147.9,1.101,0.25939524,0.25710028
1985-04-19,,5,148.1,1.4722,5,170.4,0.5541,0.24582195,0.25084496
1985-04-20,,5,175.1,1.1104,6,218.6,0.779,0.23480272,0.24650535
1985-04-21,,6,200.0,1.384,6,224.0,1.1139,0.22788182,0.24225065
1985-04-22,,6,210.5,1.4247,7,234.2,1.1928,0.22275686,0.23834242
1985-04-23,,7,227.8,1.2756,7,249.3,1.2069,0.22020277,0.2354062
1985-04-24,,7,253.9,1.1938,8,271.2,1.3774,0.21354622,0.231258
1985-04-25,,7,264.9,1.1464,8,276.5,1.5037,0.20885068,0.22781488
1985-04-26,,7,261.4,1.0547,7,266.3,1.2808,0.20435655,0.22562014
1985-04-27,,7,262.6,1.0104,8,283.6,1.1715,0.21649335,0.22267446
1985-04-28,,7,269.1,1.0903,8,289.3,1.3663,0.22740483,0.22524941
1985-04-29,,7,251.8,0.9965,8,287.0,1.1636,0.23620707,0.22480047
1985-04-30,,7,240.1,0.9571,8,282.2,0.947,0.2421209,0.22683345
1985-05-01,,7,230.0,0.9859,8,286.4,0.7336,0.23296618,0.22617017
1985-05-02,,7,226.2,1.0519,8,271.8,0.5328,0.22366324,0.22442165
1985-05-03,,7,232.2,1.1538,7,259.3,0.6843,0.21434769,0.22029907
1985-05-04,,7,241.3,1.2741,7,261.0,0.7016,0.20775266,0.21808815
1985-05-05,,7,258.6,1.1014,8,279.9,0.6192,0.20222488,0.21537705
1985-05-06,,8,275.0,0.9239,8,270.5,0.5647,0.19742584,0.2122939
1985-05-07,,8,298.7,0.9661,8,308.2,0.6108,0.19317928,0.2094372
1985-05-08,,1,315.7,0.9119,1,321.9,0.8472,0.18672273,0.20556942
1985-05-09,,1,327.5,0.7427,1,320.4,0.7929,0.17933324,0.20190385
1985-05-10,,1,336.0,0.8596,1,325.9,1.006,0.17414112,0.19854972
1985-05-11,,1,336.8,0.9421,1,340.8,1.0561,0.16926655,0.19465633
1985-05-12,,1,340.1,0.7978,1,355.5,0.9846,0.16683698,0.19328392
1985-05-13,,2,15.1,0.5063,2,23.1,0.8299,0.16747339,0.19246832
1985-05-14,,2,43.2,0.5393,2,36.3,0.8664,0.17370054,0.19063485
1985-05-15,,2,40.3,0.7162,2,24.5,0.9842,0.19569698,0.19222564
1985-05-16,,2,34.6,1.01,2,34.2,1.1219,0.18710598,0.19069552
1985-05-17,,2,35.1,1.1955,2,44.5,1.5378,0.18326367,0.19156101
1985-05-18,,2,36.9,1.1889,3,48.9,1.784,0.23004006,0.19386633
1985-05-19,,3,45.1,1.156,3,54.8,1.5302,0.22000834,0.1958912
1985-05-20,,3,59.4,1.2522,3,65.3,1.6876,0.21153484,0.19830436
1985-05-21,,3,59.9,1.2618,3,52.6,1.4572,0.20666724,0.19957295
1985-05-22,,3,66.3,1.3367,3,50.6,1.4371,0.20223747,0.19946375
1985-05-23,,3,77.0,1.3203,3,70.5,1.2187,0.19722441,0.19800912
1985-05-24,,3,86.7,1.2135,3,83.8,1.0906,0.19049232,0.19600175
1985-05-25,,4,100.9,1.0947,4,101.1,1.2673,0.20079958,0.19663808
1985-05-26,,4,121.5,1.1134,4,131.7,1.4516,0.20310049,0.19648977
1985-05-27,,4,134.6,1.2485,5,149.0,1.5169,0.23801422,0.19986413
1985-05-28,,5,140.4,1.2211,5,159.9,1.4224,0.23678893,0.20322502
1985-05-29,,5,142.5,1.157,5,172.5,1.4388,0.22713068,0.20494524
1985-05-30,,5,153.2,1.117,6,180.0,1.4001,0.22007409,0.20527688
1985-05-31,,5,168.3,1.1191,6,185.1,1.2357,0.23364319,0.20589702
